X,Y,TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID
-8020606.0479,5669577.0597,1,Accident avec blessés,2021/12/11 05:00:00+00,2021,1
-8026346.4148,5669483.5479,1,Accident avec blessés,2022/05/16 04:00:00+00,2022,2
-8024881.5924,5669754.3368,1,Accident avec blessés,2021/08/12 04:00:00+00,2021,3
-8026273.3342,5669855.3188,1,Accident avec blessés,2019/08/02 04:00:00+00,2019,4
-8024517.3958,5670106.8425,1,Accident avec blessés,2020/03/02 05:00:00+00,2020,5
-8016423.5197,5670383.1216,1,Accident avec blessés,2019/10/23 04:00:00+00,2019,6
-8024583.6643,5670230.3913,1,Accident avec blessés,2022/04/13 04:00:00+00,2022,7
-8016143.3709,5670472.4067,1,Accident avec blessés,2021/03/14 05:00:00+00,2021,8
-8010908.1929,5670747.9674,1,Accident avec blessés,2020/11/24 05:00:00+00,2020,9
-8024035.582,5670573.983,1,Accident avec blessés,2020/01/11 05:00:00+00,2020,10
-8023819.556,5670783.6419,1,Accident avec blessés,2022/06/19 04:00:00+00,2022,11
-8023819.556,5670783.6419,1,Accident avec blessés,2022/05/30 04:00:00+00,2022,12
-8014418.944,5671190.4824,1,Accident avec blessés,2020/03/12 04:00:00+00,2020,13
-8014565.1823,5671114.9367,1,Accident avec blessés,2021/08/07 04:00:00+00,2021,14
-8020220.6075,5671013.9348,1,Accident avec blessés,2021/01/12 05:00:00+00,2021,15
-8023735.4349,5671033.6004,1,Accident avec blessés,2021/01/12 05:00:00+00,2021,16
-8014154.06,5671357.7381,1,Accident avec blessés,2020/10/07 04:00:00+00,2020,17
-8013829.2368,5671862.3559,1,Accident avec blessés,2020/01/13 05:00:00+00,2020,18
-8013829.2368,5671862.3559,1,Accident avec blessés,2019/09/24 04:00:00+00,2019,19
-8020005.7569,5671827.1045,1,Accident avec blessés,2021/10/01 04:00:00+00,2021,20
-8013662.547,5672345.4222,1,Accident avec blessés,2021/12/18 05:00:00+00,2021,21
-8011454.0173,5672466.2388,1,Accident avec blessés,2019/09/27 04:00:00+00,2019,22
-8020000.8592,5672381.4493,1,Accident avec blessés,2022/03/12 05:00:00+00,2022,23
-8022284.7574,5672438.8865,1,Accident avec blessés,2019/08/11 04:00:00+00,2019,24
-8024960.1567,5672512.3577,1,Accident avec blessés,2022/03/13 05:00:00+00,2022,25
-8024958.8509,5672686.5635,1,Accident avec blessés,2020/10/20 04:00:00+00,2020,26
-8011060.8411,5673135.1345,1,Accident avec blessés,2019/11/20 05:00:00+00,2019,27
-8021948.2728,5673007.8576,1,Accident avec blessés,2020/09/08 04:00:00+00,2020,28
-8021948.2728,5673007.8576,1,Accident avec blessés,2020/02/17 05:00:00+00,2020,29
-8024937.3531,5672982.1303,1,Accident avec blessés,2022/06/27 04:00:00+00,2022,30
-8010896.5788,5673457.2421,1,Accident avec blessés,2021/07/24 04:00:00+00,2021,31
-8021226.9325,5673415.7322,1,Accident avec blessés,2019/09/20 04:00:00+00,2019,32
-8020941.0695,5673860.8476,1,Accident avec blessés,2022/05/26 04:00:00+00,2022,33
-8012625.1402,5674075.3945,1,Accident avec blessés,2022/01/14 05:00:00+00,2022,34
-8020848.6367,5674106.0766,1,Accident avec blessés,2019/07/13 04:00:00+00,2019,35
-8020416.2085,5674174.8124,1,Accident avec blessés,2019/12/15 05:00:00+00,2019,36
-8012675.575,5674348.8587,1,Accident avec blessés,2022/03/08 05:00:00+00,2022,37
-8017184.6273,5674272.5009,1,Accident avec blessés,2019/08/24 04:00:00+00,2019,38
-8012695.7686,5674732.7065,1,Accident avec blessés,2020/10/15 04:00:00+00,2020,39
-8020663.9535,5674581.9018,1,Accident avec blessés,2019/10/12 04:00:00+00,2019,40
-8012030.1436,5674880.0507,1,Accident avec blessés,2019/12/14 05:00:00+00,2019,41
-8011646.0358,5675288.5125,1,Accident avec blessés,2021/05/30 04:00:00+00,2021,42
-8020311.0058,5675169.546,1,Accident avec blessés,2021/05/29 04:00:00+00,2021,43
-8020311.0058,5675169.546,1,Accident avec blessés,2019/09/04 04:00:00+00,2019,44
-8020311.0058,5675169.546,1,Accident avec blessés,2019/08/09 04:00:00+00,2019,45
-8011469.0932,5675435.90779999,1,Accident avec blessés,2022/05/30 04:00:00+00,2022,46
-8012742.113,5675519.6814,1,Accident avec blessés,2021/10/13 04:00:00+00,2021,47
-8019648.0744,5675430.5165,1,Accident avec blessés,2020/08/25 04:00:00+00,2020,48
-8020622.9276,5675499.9938,1,Accident avec blessés,2021/12/06 05:00:00+00,2021,49
-8019950.6769,5675505.2937,1,Accident avec blessés,2019/08/08 04:00:00+00,2019,50
-8012777.7207,5675662.6275,1,Accident avec blessés,2020/11/13 05:00:00+00,2020,51
-8019280.8319,5675611.9244,1,Accident avec blessés,2019/08/15 04:00:00+00,2019,52
-8019351.3096,5675754.7964,1,Accident avec blessés,2021/02/13 05:00:00+00,2021,53
-8013017.7283,5675890.2414,1,Accident avec blessés,2020/11/04 05:00:00+00,2020,54
-8014479.5204,5676001.237,1,Accident avec blessés,2021/01/22 05:00:00+00,2021,55
-7996726.053,5676358.9025,1,Accident avec blessés,2021/11/26 05:00:00+00,2021,56
-8014479.2121,5676054.8062,1,Accident avec blessés,2021/09/14 04:00:00+00,2021,57
-8013116.4937,5676229.0493,1,Accident avec blessés,2019/07/19 04:00:00+00,2019,58
-8018795.6702,5676174.2309,1,Accident avec blessés,2021/07/08 04:00:00+00,2021,59
-8018554.5187,5676356.9063,1,Accident avec blessés,2021/09/03 04:00:00+00,2021,60
-8009967.1776,5676633.4335,1,Accident avec blessés,2019/08/15 04:00:00+00,2019,61
-8014089.9777,5676560.4435,1,Accident avec blessés,2021/09/28 04:00:00+00,2021,62
-8009949.1979,5676665.058,1,Accident avec blessés,2019/12/19 05:00:00+00,2019,63
-8018153.225,5676571.7977,1,Accident avec blessés,2019/10/29 04:00:00+00,2019,64
-8008995.7873,5676738.9867,1,Accident avec blessés,2021/06/09 04:00:00+00,2021,65
-8007997.6369,5676771.1694,1,Accident avec blessés,2022/01/06 05:00:00+00,2022,66
-8013905.4525,5676731.8458,1,Accident avec blessés,2022/05/15 04:00:00+00,2022,67
-8012930.2878,5676766.0399,1,Accident avec blessés,2019/11/12 05:00:00+00,2019,68
-8016227.1882,5676788.5839,1,Accident avec blessés,2020/05/13 04:00:00+00,2020,69
-7996260.6186,5677202.5,1,Accident avec blessés,2020/01/07 05:00:00+00,2020,70
-8017961.2765,5676799.5623,1,Accident avec blessés,2019/09/26 04:00:00+00,2019,71
-8017797.8192,5676927.582,1,Accident avec blessés,2021/10/30 04:00:00+00,2021,72
-8024620.5146,5676788.297,1,Accident avec blessés,2019/12/17 05:00:00+00,2019,73
-8019730.217,5677025.1279,1,Accident avec blessés,2022/03/23 04:00:00+00,2022,74
-8018425.4275,5676862.4771,1,Accident avec blessés,2020/10/24 04:00:00+00,2020,75
-7999688.001,5677430.7256,1,Accident avec blessés,2019/12/17 05:00:00+00,2019,76
-8020601.5627,5677255.8724,1,Accident avec blessés,2019/12/21 05:00:00+00,2019,77
-8013552.5025,5677469.6458,1,Accident avec blessés,2022/06/28 04:00:00+00,2022,78
-8013552.5025,5677469.6458,1,Accident avec blessés,2021/07/05 04:00:00+00,2021,79
-7999492.8771,5677743.3413,1,Accident avec blessés,2021/06/02 04:00:00+00,2021,80
-8013614.8345,5677536.915,1,Accident avec blessés,2021/11/09 05:00:00+00,2021,81
-8013614.8345,5677536.915,1,Accident avec blessés,2019/07/31 04:00:00+00,2019,82
-8013574.5414,5677509.1516,1,Accident avec blessés,2020/03/26 04:00:00+00,2020,83
-8013683.0587,5677615.4792,1,Accident avec blessés,2019/08/01 04:00:00+00,2019,84
-8008746.188,5677721.2775,1,Accident avec blessés,2021/11/10 05:00:00+00,2021,85
-8008746.188,5677721.2775,1,Accident avec blessés,2021/04/15 04:00:00+00,2021,86
-8008746.188,5677721.2775,1,Accident avec blessés,2021/04/10 04:00:00+00,2021,87
-8000110.8642,5677693.0276,1,Accident avec blessés,2021/06/28 04:00:00+00,2021,88
-7995918.2135,5678182.4408,1,Accident avec blessés,2021/06/04 04:00:00+00,2021,89
-8012022.5123,5677884.4849,1,Accident avec blessés,2020/02/28 05:00:00+00,2020,90
-8016536.1227,5677903.1819,1,Accident avec blessés,2019/11/11 05:00:00+00,2019,91
-8024607.2991,5677790.1516,1,Accident avec blessés,2019/08/06 04:00:00+00,2019,92
-8016554.2898,5677918.2968,1,Accident avec blessés,2020/09/16 04:00:00+00,2020,93
-8014361.3032,5678104.6738,1,Accident avec blessés,2020/08/06 04:00:00+00,2020,94
-8016324.8218,5678095.0609,1,Accident avec blessés,2019/11/27 05:00:00+00,2019,95
-7999282.334,5678543.5235,1,Accident avec blessés,2021/12/12 05:00:00+00,2021,96
-8019462.0893,5678165.0661,1,Accident avec blessés,2020/03/18 04:00:00+00,2020,97
-8003328.896,5678577.1928,1,Accident avec blessés,2022/01/26 05:00:00+00,2022,98
-7999000.655,5678668.6665,1,Accident avec blessés,2019/12/10 05:00:00+00,2019,99
-8003739.1913,5678694.1087,1,Accident avec blessés,2021/06/28 04:00:00+00,2021,100
-8008079.3294,5678527.245,1,Accident avec blessés,2019/12/18 05:00:00+00,2019,101
-8015796.3238,5678475.7444,1,Accident avec blessés,2020/06/03 04:00:00+00,2020,102
-8015796.3238,5678475.7444,1,Accident avec blessés,2019/12/07 05:00:00+00,2019,103
-8014569.6894,5678472.6141,1,Accident avec blessés,2021/07/19 04:00:00+00,2021,104
-8003233.2349,5678826.939,1,Accident avec blessés,2021/05/13 04:00:00+00,2021,105
-8003345.9411,5678801.9925,1,Accident avec blessés,2022/06/14 04:00:00+00,2022,106
-8003345.9411,5678801.9925,1,Accident avec blessés,2022/05/17 04:00:00+00,2022,107
-8003345.9411,5678801.9925,1,Accident avec blessés,2021/10/21 04:00:00+00,2021,108
-8003345.9411,5678801.9925,1,Accident avec blessés,2021/08/25 04:00:00+00,2021,109
-8003345.9411,5678801.9925,1,Accident avec blessés,2021/07/26 04:00:00+00,2021,110
-8012136.5815,5678686.7269,1,Accident avec blessés,2021/04/06 04:00:00+00,2021,111
-7994437.9434,5678819.5867,1,Accident avec blessés,2020/10/06 04:00:00+00,2020,112
-7994437.9434,5678819.5867,1,Accident avec blessés,2019/11/20 05:00:00+00,2019,113
-8015645.7745,5678623.3301,1,Accident avec blessés,2021/06/06 04:00:00+00,2021,114
-7997666.1914,5679395.1206,1,Accident avec blessés,2022/03/11 05:00:00+00,2022,115
-7999022.0748,5679088.9113,1,Accident avec blessés,2019/10/08 04:00:00+00,2019,116
-8001085.3183,5679062.0063,1,Accident avec blessés,2022/06/04 04:00:00+00,2022,117
-8015280.6578,5678880.4538,1,Accident avec blessés,2019/08/04 04:00:00+00,2019,118
-8014131.5827,5678898.9119,1,Accident avec blessés,2022/01/25 05:00:00+00,2022,119
-7997871.294,5679443.3465,1,Accident avec blessés,2019/07/02 04:00:00+00,2019,120
-8007732.9379,5679081.9671,1,Accident avec blessés,2022/02/17 05:00:00+00,2022,121
-7999100.3223,5679184.9978,1,Accident avec blessés,2019/12/04 05:00:00+00,2019,122
-7998966.489,5679368.6351,1,Accident avec blessés,2019/08/04 04:00:00+00,2019,123
-7997736.9687,5679418.8934,1,Accident avec blessés,2019/09/03 04:00:00+00,2019,124
-7999030.0509,5679367.9268,1,Accident avec blessés,2022/05/18 04:00:00+00,2022,125
-7999030.0509,5679367.9268,1,Accident avec blessés,2021/10/23 04:00:00+00,2021,126
-7999030.0509,5679367.9268,1,Accident avec blessés,2021/06/17 04:00:00+00,2021,127
-7999030.0509,5679367.9268,1,Accident avec blessés,2020/09/09 04:00:00+00,2020,128
-7999030.0509,5679367.9268,1,Accident avec blessés,2020/02/24 05:00:00+00,2020,129
-8011893.2772,5679166.331,1,Accident avec blessés,2020/06/12 04:00:00+00,2020,130
-7997735.3838,5679418.5209,1,Accident avec blessés,2020/09/30 04:00:00+00,2020,131
-7997735.3838,5679418.5209,1,Accident avec blessés,2020/02/18 05:00:00+00,2020,132
-7996292.4546,5679720.8865,1,Accident avec blessés,2021/02/12 05:00:00+00,2021,133
-8000455.5478,5679382.1703,1,Accident avec blessés,2022/01/28 05:00:00+00,2022,134
-8015101.3499,5679052.2074,1,Accident avec blessés,2020/09/14 04:00:00+00,2020,135
-7999424.1901,5679402.5643,1,Accident avec blessés,2020/09/17 04:00:00+00,2020,136
-8014922.2971,5679166.1521,1,Accident avec blessés,2019/11/14 05:00:00+00,2019,137
-7996582.4596,5679475.0032,1,Accident avec blessés,2020/10/04 04:00:00+00,2020,138
-7996582.4596,5679475.0032,1,Accident avec blessés,2019/08/20 04:00:00+00,2019,139
-7996526.6121,5679498.2711,1,Accident avec blessés,2021/11/24 05:00:00+00,2021,140
-7996526.6121,5679498.2711,1,Accident avec blessés,2021/11/11 05:00:00+00,2021,141
-8011851.3768,5679250.8077,1,Accident avec blessés,2020/11/07 05:00:00+00,2020,142
-7999151.9226,5679582.1035,1,Accident avec blessés,2020/04/06 04:00:00+00,2020,143
-8006414.4657,5679396.8951,1,Accident avec blessés,2021/06/30 04:00:00+00,2021,144
-8006330.358,5679501.1214,1,Accident avec blessés,2021/10/31 04:00:00+00,2021,145
-7999045.826,5679648.518,1,Accident avec blessés,2020/02/20 05:00:00+00,2020,146
-8019370.3578,5679304.3262,1,Accident avec blessés,2020/02/06 05:00:00+00,2020,147
-8007674.2119,5679601.6121,1,Accident avec blessés,2021/04/09 04:00:00+00,2021,148
-8007701.8483,5679601.9437,1,Accident avec blessés,2021/06/29 04:00:00+00,2021,149
-7999054.7008,5679758.2236,1,Accident avec blessés,2021/06/12 04:00:00+00,2021,150
-7999054.7008,5679758.2236,1,Accident avec blessés,2019/11/16 05:00:00+00,2019,151
-8015399.1581,5679520.0921,1,Accident avec blessés,2021/05/25 04:00:00+00,2021,152
-8019376.2814,5679429.1536,1,Accident avec blessés,2021/12/11 05:00:00+00,2021,153
-8017529.5486,5679666.5124,1,Accident avec blessés,2021/07/06 04:00:00+00,2021,154
-7999653.7503,5679785.0717,1,Accident avec blessés,2019/07/10 04:00:00+00,2019,155
-8010398.8835,5679621.8448,1,Accident avec blessés,2021/05/24 04:00:00+00,2021,156
-7999076.2658,5679867.6386,1,Accident avec blessés,2020/07/16 04:00:00+00,2020,157
-8014394.2303,5679576.8356,1,Accident avec blessés,2021/12/15 05:00:00+00,2021,158
-8014406.2407,5679598.3201,1,Accident avec blessés,2019/10/03 04:00:00+00,2019,159
-8007649.6576,5679783.8603,1,Accident avec blessés,2022/02/05 05:00:00+00,2022,160
-8016376.0678,5679628.0864,1,Accident avec blessés,2020/11/03 05:00:00+00,2020,161
-8005944.6689,5679830.317,1,Accident avec blessés,2021/08/29 04:00:00+00,2021,162
-8014166.0606,5679761.728,1,Accident avec blessés,2021/05/16 04:00:00+00,2021,163
-8007612.3275,5679917.1506,1,Accident avec blessés,2019/10/17 04:00:00+00,2019,164
-8014232.1115,5679738.9876,1,Accident avec blessés,2019/08/09 04:00:00+00,2019,165
-7999198.5828,5680087.091,1,Accident avec blessés,2019/10/07 04:00:00+00,2019,166
-8013607.8215,5679856.6527,1,Accident avec blessés,2021/12/24 05:00:00+00,2021,167
-8013961.8584,5679930.1602,1,Accident avec blessés,2021/05/04 04:00:00+00,2021,168
-7997726.9263,5680132.9477,1,Accident avec blessés,2020/08/06 04:00:00+00,2020,169
-7997657.9809,5680225.6963,1,Accident avec blessés,2021/08/22 04:00:00+00,2021,170
-8010267.2482,5680044.8702,1,Accident avec blessés,2022/01/07 05:00:00+00,2022,171
-8010267.2482,5680044.8702,1,Accident avec blessés,2020/02/17 05:00:00+00,2020,172
-8003151.0045,5680187.0012,1,Accident avec blessés,2022/02/13 05:00:00+00,2022,173
-8013876.2469,5679997.2077,1,Accident avec blessés,2022/05/06 04:00:00+00,2022,174
-8013876.2469,5679997.2077,1,Accident avec blessés,2021/12/21 05:00:00+00,2021,175
-8013876.2469,5679997.2077,1,Accident avec blessés,2020/11/10 05:00:00+00,2020,176
-8013889.0962,5680013.7698,1,Accident avec blessés,2022/01/08 05:00:00+00,2022,177
-8013889.0962,5680013.7698,1,Accident avec blessés,2020/12/01 05:00:00+00,2020,178
-8013889.0962,5680013.7698,1,Accident avec blessés,2020/02/28 05:00:00+00,2020,179
-8005323.2951,5680230.6781,1,Accident avec blessés,2020/11/29 05:00:00+00,2020,180
-8005323.2951,5680230.6781,1,Accident avec blessés,2019/11/07 05:00:00+00,2019,181
-8013937.014,5680049.8901,1,Accident avec blessés,2021/06/22 04:00:00+00,2021,182
-8013368.4264,5680053.5841,1,Accident avec blessés,2019/08/30 04:00:00+00,2019,183
-8013688.6767,5680145.2657,1,Accident avec blessés,2020/12/12 05:00:00+00,2020,184
-8019505.2481,5679989.0805,1,Accident avec blessés,2022/05/20 04:00:00+00,2022,185
-8019504.3726,5680016.7638,1,Accident avec blessés,2021/08/08 04:00:00+00,2021,186
-8013628.0332,5680195.1544,1,Accident avec blessés,2022/04/16 04:00:00+00,2022,187
-8014052.0657,5680202.7971,1,Accident avec blessés,2020/11/22 05:00:00+00,2020,188
-8012052.4751,5680207.9499,1,Accident avec blessés,2021/05/25 04:00:00+00,2021,189
-8013686.9893,5680182.4265,1,Accident avec blessés,2021/11/22 05:00:00+00,2021,190
-8013534.2829,5680269.8681,1,Accident avec blessés,2019/08/19 04:00:00+00,2019,191
-8013542.0298,5680297.0538,1,Accident avec blessés,2022/02/17 05:00:00+00,2022,192
-8013354.3544,5680418.7291,1,Accident avec blessés,2019/07/21 04:00:00+00,2019,193
-8019499.7425,5680223.1349,1,Accident avec blessés,2019/08/15 04:00:00+00,2019,194
-8019499.4593,5680225.9538,1,Accident avec blessés,2022/02/02 05:00:00+00,2022,195
-8019499.4593,5680225.9538,1,Accident avec blessés,2021/11/30 05:00:00+00,2021,196
-8019499.4593,5680225.9538,1,Accident avec blessés,2021/06/25 04:00:00+00,2021,197
-8019499.4593,5680225.9538,1,Accident avec blessés,2021/06/24 04:00:00+00,2021,198
-8026739.0351,5680473.8791,1,Accident avec blessés,2021/04/24 04:00:00+00,2021,199
-8003914.5571,5680572.1737,1,Accident avec blessés,2020/07/30 04:00:00+00,2020,200
-8011080.8598,5680553.3748,1,Accident avec blessés,2021/11/03 04:00:00+00,2021,201
-8009877.3361,5680636.8557,1,Accident avec blessés,2022/05/02 04:00:00+00,2022,202
-8009866.3893,5680645.9242,1,Accident avec blessés,2021/09/01 04:00:00+00,2021,203
-8009866.3893,5680645.9242,1,Accident avec blessés,2021/08/11 04:00:00+00,2021,204
-8009866.3893,5680645.9242,1,Accident avec blessés,2019/12/27 05:00:00+00,2019,205
-8014373.0412,5680574.4218,1,Accident avec blessés,2022/01/02 05:00:00+00,2022,206
-8014373.0412,5680574.4218,1,Accident avec blessés,2019/10/22 04:00:00+00,2019,207
-8004209.7387,5680756.0493,1,Accident avec blessés,2019/10/30 04:00:00+00,2019,208
-8003320.6218,5680791.5199,1,Accident avec blessés,2019/07/01 04:00:00+00,2019,209
-8013441.8778,5680650.2141,1,Accident avec blessés,2021/06/21 04:00:00+00,2021,210
-8013914.7357,5680648.4748,1,Accident avec blessés,2021/09/28 04:00:00+00,2021,211
-7999772.4365,5680916.4859,1,Accident avec blessés,2021/04/27 04:00:00+00,2021,212
-8003442.2529,5680922.4995,1,Accident avec blessés,2019/09/09 04:00:00+00,2019,213
-8012086.0478,5680777.8997,1,Accident avec blessés,2022/06/15 04:00:00+00,2022,214
-8003462.1844,5680923.1043,1,Accident avec blessés,2021/11/18 05:00:00+00,2021,215
-8026724.5182,5680481.0831,1,Accident avec blessés,2019/11/09 05:00:00+00,2019,216
-8012704.5343,5680870.6619,1,Accident avec blessés,2020/09/05 04:00:00+00,2020,217
-8003332.7353,5680916.8003,1,Accident avec blessés,2020/10/13 04:00:00+00,2020,218
-8003332.7353,5680916.8003,1,Accident avec blessés,2019/09/18 04:00:00+00,2019,219
-8002469.1051,5681067.1037,1,Accident avec blessés,2022/06/11 04:00:00+00,2022,220
-8013130.7261,5680885.0477,1,Accident avec blessés,2019/10/25 04:00:00+00,2019,221
-8000010.9212,5681152.3094,1,Accident avec blessés,2020/03/25 04:00:00+00,2020,222
-8009814.7657,5680985.8146,1,Accident avec blessés,2020/09/12 04:00:00+00,2020,223
-8004821.0497,5681110.2143,1,Accident avec blessés,2021/12/04 05:00:00+00,2021,224
-8013815.6169,5680952.2169,1,Accident avec blessés,2021/06/18 04:00:00+00,2021,225
-7996932.8392,5681278.2298,1,Accident avec blessés,2021/06/17 04:00:00+00,2021,226
-8009277.5259,5681123.6955,1,Accident avec blessés,2021/11/18 05:00:00+00,2021,227
-8000434.8344,5681375.4546,1,Accident avec blessés,2021/02/26 05:00:00+00,2021,228
-8012558.3414,5681094.3424,1,Accident avec blessés,2021/08/26 04:00:00+00,2021,229
-8012558.3414,5681094.3424,1,Accident avec blessés,2019/07/06 04:00:00+00,2019,230
-8009279.3442,5681153.4463,1,Accident avec blessés,2019/11/01 04:00:00+00,2019,231
-8009279.3442,5681153.4463,1,Accident avec blessés,2019/09/04 04:00:00+00,2019,232
-8002965.7814,5681304.1618,1,Accident avec blessés,2020/01/30 05:00:00+00,2020,233
-8003179.1872,5681325.9017,1,Accident avec blessés,2022/01/24 05:00:00+00,2022,234
-8019494.2222,5681028.9498,1,Accident avec blessés,2021/05/01 04:00:00+00,2021,235
-8003571.3707,5681362.5279,1,Accident avec blessés,2020/07/19 04:00:00+00,2020,236
-8003571.3707,5681362.5279,1,Accident avec blessés,2020/05/30 04:00:00+00,2020,237
-8012631.2224,5681178.3031,1,Accident avec blessés,2021/05/12 04:00:00+00,2021,238
-8025938.251,5680868.6803,1,Accident avec blessés,2019/12/06 05:00:00+00,2019,239
-8012663.709,5681216.2412,1,Accident avec blessés,2021/11/11 05:00:00+00,2021,240
-8012663.709,5681216.2412,1,Accident avec blessés,2021/09/25 04:00:00+00,2021,241
-8012663.709,5681216.2412,1,Accident avec blessés,2021/01/14 05:00:00+00,2021,242
-8012663.709,5681216.2412,1,Accident avec blessés,2020/12/04 05:00:00+00,2020,243
-8012663.709,5681216.2412,1,Accident avec blessés,2020/05/01 04:00:00+00,2020,244
-8012663.709,5681216.2412,1,Accident avec blessés,2020/03/18 04:00:00+00,2020,245
-8008835.1128,5681502.5663,1,Accident avec blessés,2020/01/27 05:00:00+00,2020,246
-8008397.251,5681731.31139999,1,Accident avec blessés,2021/09/01 04:00:00+00,2021,247
-8012443.9491,5681185.1645,1,Accident avec blessés,2021/04/23 04:00:00+00,2021,248
-8012364.5135,5681248.5311,1,Accident avec blessés,2019/11/27 05:00:00+00,2019,249
-8000480.2908,5681449.3868,1,Accident avec blessés,2019/11/08 05:00:00+00,2019,250
-8006891.0913,5681964.8039,1,Accident avec blessés,2019/10/04 04:00:00+00,2019,251
-8003448.7763,5681545.1153,1,Accident avec blessés,2021/08/18 04:00:00+00,2021,252
-8000570.3141,5681607.2753,1,Accident avec blessés,2021/03/14 05:00:00+00,2021,253
-8015364.7536,5681383.5326,1,Accident avec blessés,2021/10/21 04:00:00+00,2021,254
-8012010.7621,5681506.1338,1,Accident avec blessés,2021/03/12 05:00:00+00,2021,255
-8012142.8755,5681426.0653,1,Accident avec blessés,2020/07/29 04:00:00+00,2020,256
-8011929.2376,5681572.2385,1,Accident avec blessés,2020/03/09 04:00:00+00,2020,257
-8003956.0389,5681638.1574,1,Accident avec blessés,2022/04/03 04:00:00+00,2022,258
-8010989.3352,5681566.8561,1,Accident avec blessés,2021/06/12 04:00:00+00,2021,259
-8003175.172,5681752.4478,1,Accident avec blessés,2020/02/14 05:00:00+00,2020,260
-8003292.4969,5681878.7058,1,Accident avec blessés,2022/01/08 05:00:00+00,2022,261
-8000973.0018,5681828.7647,1,Accident avec blessés,2019/07/15 04:00:00+00,2019,262
-8003181.4161,5681815.8074,1,Accident avec blessés,2021/12/26 05:00:00+00,2021,263
-8013025.606,5681658.1392,1,Accident avec blessés,2019/11/10 05:00:00+00,2019,264
-8007560.196,5681763.5489,1,Accident avec blessés,2020/11/11 05:00:00+00,2020,265
-8007560.982,5681787.7718,1,Accident avec blessés,2022/06/12 04:00:00+00,2022,266
-8007560.982,5681787.7718,1,Accident avec blessés,2021/01/23 05:00:00+00,2021,267
-8009174.6855,5681807.2837,1,Accident avec blessés,2020/01/30 05:00:00+00,2020,268
-8019721.0413,5681582.6048,1,Accident avec blessés,2020/06/06 04:00:00+00,2020,269
-8010942.9281,5681766.7162,1,Accident avec blessés,2020/07/17 04:00:00+00,2020,270
-8001221.2472,5681990.3547,1,Accident avec blessés,2021/03/12 05:00:00+00,2021,271
-8011607.8489,5681701.8693,1,Accident avec blessés,2021/12/16 05:00:00+00,2021,272
-8011607.8489,5681701.8693,1,Accident avec blessés,2019/08/05 04:00:00+00,2019,273
-8001269.661,5682018.0062,1,Accident avec blessés,2020/03/09 04:00:00+00,2020,274
-8024553.8235,5681560.7872,1,Accident avec blessés,2022/02/18 05:00:00+00,2022,275
-8024553.8235,5681560.7872,1,Accident avec blessés,2019/10/16 04:00:00+00,2019,276
-8024553.8235,5681560.7872,1,Accident avec blessés,2019/08/25 04:00:00+00,2019,277
-8024553.8235,5681560.7872,1,Accident avec blessés,2019/07/27 04:00:00+00,2019,278
-8024553.8235,5681560.7872,1,Accident avec blessés,2019/07/06 04:00:00+00,2019,279
-8007415.043,5681894.4901,1,Accident avec blessés,2021/10/20 04:00:00+00,2021,280
-8003910.1722,5681995.1684,1,Accident avec blessés,2019/10/27 04:00:00+00,2019,281
-8003655.3179,5681980.7808,1,Accident avec blessés,2019/07/01 04:00:00+00,2019,282
-8013190.2751,5681864.146,1,Accident avec blessés,2021/11/13 05:00:00+00,2021,283
-8009179.4364,5681950.9405,1,Accident avec blessés,2021/06/14 04:00:00+00,2021,284
-8002337.0298,5682147.8861,1,Accident avec blessés,2020/01/20 05:00:00+00,2020,285
-8003971.5557,5682104.9109,1,Accident avec blessés,2022/03/24 04:00:00+00,2022,286
-8003681.7169,5682114.2971,1,Accident avec blessés,2022/02/02 05:00:00+00,2022,287
-8011467.5319,5681977.8125,1,Accident avec blessés,2021/06/11 04:00:00+00,2021,288
-8006664.8166,5682070.3,1,Accident avec blessés,2020/12/15 05:00:00+00,2020,289
-8006647.7518,5682073.5244,1,Accident avec blessés,2019/08/20 04:00:00+00,2019,290
-8003268.3435,5682208.5833,1,Accident avec blessés,2020/03/19 04:00:00+00,2020,291
-8010861.7875,5682101.8087,1,Accident avec blessés,2021/12/16 05:00:00+00,2021,292
-8010861.7875,5682101.8087,1,Accident avec blessés,2021/10/09 04:00:00+00,2021,293
-8003293.7078,5682253.4274,1,Accident avec blessés,2021/10/07 04:00:00+00,2021,294
-8003304.0885,5682270.0295,1,Accident avec blessés,2021/04/01 04:00:00+00,2021,295
-8011534.0124,5682025.3851,1,Accident avec blessés,2021/06/30 04:00:00+00,2021,296
-8001729.723,5682403.9054,1,Accident avec blessés,2021/12/03 05:00:00+00,2021,297
-8019485.3058,5682101.9954,1,Accident avec blessés,2020/10/09 04:00:00+00,2020,298
-8023680.0111,5682035.367,1,Accident avec blessés,2022/01/09 05:00:00+00,2022,299
-8023680.0111,5682035.367,1,Accident avec blessés,2020/02/28 05:00:00+00,2020,300
-8003384.4269,5682434.3323,1,Accident avec blessés,2019/10/03 04:00:00+00,2019,301
-8010833.5834,5682335.2373,1,Accident avec blessés,2020/01/09 05:00:00+00,2020,302
-8010934.1598,5682377.7371,1,Accident avec blessés,2021/08/27 04:00:00+00,2021,303
-8010648.7588,5682279.7352,1,Accident avec blessés,2021/08/20 04:00:00+00,2021,304
