X,Y,TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID
-8000256.0318,5684125.1569,8,Vol,2019/08/16 04:00:00+00,2019,4374
-8016207.0448,5683720.8989,6,Menace ou acte de violence,2020/05/30 04:00:00+00,2020,4375
-8016207.0448,5683720.8989,4,Introduction par effraction,2019/08/16 04:00:00+00,2019,4376
-8011141.6091,5684115.5744,8,Vol,2020/11/01 04:00:00+00,2020,4377
-8002850.1716,5683936.8086,5,Méfait,2021/08/24 04:00:00+00,2021,4378
-8002850.1716,5683936.8086,5,Méfait,2021/08/24 04:00:00+00,2021,4379
-8002850.1716,5683936.8086,5,Méfait,2020/10/22 04:00:00+00,2020,4380
-8002850.1716,5683936.8086,4,Introduction par effraction,2019/07/11 04:00:00+00,2019,4381
-8002850.1716,5683936.8086,4,Introduction par effraction,2019/07/02 04:00:00+00,2019,4382
-8002868.5593,5683975.2555,4,Introduction par effraction,2022/04/20 04:00:00+00,2022,4383
-8002868.5593,5683975.2555,7,Voie de fait,2021/12/06 05:00:00+00,2021,4384
-8002868.5593,5683975.2555,7,Voie de fait,2021/10/12 04:00:00+00,2021,4385
-8002868.5593,5683975.2555,8,Vol,2019/11/07 05:00:00+00,2019,4386
-8002450.3264,5683743.2805,7,Voie de fait,2022/05/31 04:00:00+00,2022,4387
-8009523.7362,5683829.24,5,Méfait,2021/09/08 04:00:00+00,2021,4388
-8016207.0448,5683720.8989,5,Méfait,2020/10/04 04:00:00+00,2020,4389
-8012944.3421,5683741.0249,4,Introduction par effraction,2020/03/12 04:00:00+00,2020,4390
-8012944.3421,5683741.0249,4,Introduction par effraction,2020/03/13 04:00:00+00,2020,4391
-8000195.9197,5683857.5979,3,Conduite avec capacités affaiblies,2022/06/03 04:00:00+00,2022,4392
-8000195.9197,5683857.5979,8,Vol,2020/03/12 04:00:00+00,2020,4393
-8006109.9403,5683873.8172,8,Vol,2022/05/26 04:00:00+00,2022,4394
-8006109.9403,5683873.8172,4,Introduction par effraction,2022/05/25 04:00:00+00,2022,4395
-8000587.6272,5683983.5785,6,Menace ou acte de violence,2020/04/05 04:00:00+00,2020,4396
-8000587.6272,5683983.5785,8,Vol,2019/08/31 04:00:00+00,2019,4397
-8005965.8892,5683878.6314,4,Introduction par effraction,2019/09/28 04:00:00+00,2019,4398
-8002706.0815,5683882.399,5,Méfait,2021/05/11 04:00:00+00,2021,4399
-8002706.0815,5683882.399,6,Menace ou acte de violence,2021/03/21 04:00:00+00,2021,4400
-8002706.0815,5683882.399,5,Méfait,2021/03/01 05:00:00+00,2021,4401
-8002706.0815,5683882.399,7,Voie de fait,2020/05/05 04:00:00+00,2020,4402
-8002706.0815,5683882.399,6,Menace ou acte de violence,2019/11/29 05:00:00+00,2019,4403
-8002706.0815,5683882.399,7,Voie de fait,2019/08/03 04:00:00+00,2019,4404
-8023943.3455,5683833.3923,8,Vol,2021/07/30 04:00:00+00,2021,4405
-8002399.0355,5683737.035,7,Voie de fait,2022/03/27 04:00:00+00,2022,4406
-8002399.0355,5683737.035,4,Introduction par effraction,2021/12/15 05:00:00+00,2021,4407
-8002399.0355,5683737.035,5,Méfait,2021/06/03 04:00:00+00,2021,4408
-8002399.0355,5683737.035,8,Vol,2020/10/23 04:00:00+00,2020,4409
-8002399.0355,5683737.035,8,Vol,2020/08/25 04:00:00+00,2020,4410
-8013149.8708,5683732.946,8,Vol,2022/06/28 04:00:00+00,2022,4411
-8002868.5593,5683975.2555,6,Menace ou acte de violence,2020/11/24 05:00:00+00,2020,4412
-8002868.5593,5683975.2555,5,Méfait,2020/06/21 04:00:00+00,2020,4413
-8002850.1716,5683936.8086,5,Méfait,2022/01/04 05:00:00+00,2022,4414
-8002850.1716,5683936.8086,8,Vol,2021/05/08 04:00:00+00,2021,4415
-8002850.1716,5683936.8086,5,Méfait,2020/07/28 04:00:00+00,2020,4416
-8002850.1716,5683936.8086,4,Introduction par effraction,2020/03/24 04:00:00+00,2020,4417
-8003147.1095,5683832.4814,8,Vol,2022/01/16 05:00:00+00,2022,4418
-8003147.1095,5683832.4814,6,Menace ou acte de violence,2021/10/13 04:00:00+00,2021,4419
-8003147.1095,5683832.4814,6,Menace ou acte de violence,2021/01/30 05:00:00+00,2021,4420
-8003147.1095,5683832.4814,4,Introduction par effraction,2020/09/07 04:00:00+00,2020,4421
-8003147.1095,5683832.4814,7,Voie de fait,2020/07/03 04:00:00+00,2020,4422
-8003147.1095,5683832.4814,7,Voie de fait,2019/09/21 04:00:00+00,2019,4423
-8003147.1095,5683832.4814,6,Menace ou acte de violence,2019/09/20 04:00:00+00,2019,4424
-8003147.1095,5683832.4814,5,Méfait,2019/08/11 04:00:00+00,2019,4425
-8003147.1095,5683832.4814,4,Introduction par effraction,2019/07/29 04:00:00+00,2019,4426
-8003147.1095,5683832.4814,5,Méfait,2019/07/28 04:00:00+00,2019,4427
-8002868.5593,5683975.2555,8,Vol,2021/01/13 05:00:00+00,2021,4428
-8002868.5593,5683975.2555,8,Vol,2022/04/29 04:00:00+00,2022,4429
-8002868.5593,5683975.2555,8,Vol,2021/11/18 05:00:00+00,2021,4430
-8002868.5593,5683975.2555,4,Introduction par effraction,2021/11/04 04:00:00+00,2021,4431
-8002868.5593,5683975.2555,7,Voie de fait,2020/10/27 04:00:00+00,2020,4432
-8002868.5593,5683975.2555,7,Voie de fait,2020/08/24 04:00:00+00,2020,4433
-8002868.5593,5683975.2555,8,Vol,2020/08/24 04:00:00+00,2020,4434
-8002868.5593,5683975.2555,8,Vol,2020/06/21 04:00:00+00,2020,4435
-8002868.5593,5683975.2555,8,Vol,2019/08/04 04:00:00+00,2019,4436
-8016671.6374,5683696.8429,5,Méfait,2020/10/05 04:00:00+00,2020,4437
-8016671.6374,5683696.8429,4,Introduction par effraction,2020/08/21 04:00:00+00,2020,4438
-8016671.6374,5683696.8429,5,Méfait,2020/10/04 04:00:00+00,2020,4439
-8016655.3338,5683697.2316,7,Voie de fait,2020/05/31 04:00:00+00,2020,4440
-8016655.3338,5683697.2316,7,Voie de fait,2020/05/17 04:00:00+00,2020,4441
-8000587.6272,5683983.5785,6,Menace ou acte de violence,2022/04/04 04:00:00+00,2022,4442
-8000587.6272,5683983.5785,8,Vol,2020/07/09 04:00:00+00,2020,4443
-8000587.6272,5683983.5785,7,Voie de fait,2020/02/25 05:00:00+00,2020,4444
-8000587.6272,5683983.5785,7,Voie de fait,2020/09/19 04:00:00+00,2020,4445
-8016655.3338,5683697.2316,5,Méfait,2019/12/03 05:00:00+00,2019,4446
-8016655.3338,5683697.2316,5,Méfait,2020/10/10 04:00:00+00,2020,4447
-8005965.8892,5683878.6314,8,Vol,2020/07/28 04:00:00+00,2020,4448
-8005965.8892,5683878.6314,7,Voie de fait,2020/07/14 04:00:00+00,2020,4449
-8005965.8892,5683878.6314,7,Voie de fait,2020/05/03 04:00:00+00,2020,4450
-8005965.8892,5683878.6314,7,Voie de fait,2019/07/27 04:00:00+00,2019,4451
-8005965.8892,5683878.6314,7,Voie de fait,2019/07/22 04:00:00+00,2019,4452
-8005965.8892,5683878.6314,8,Vol,2019/07/12 04:00:00+00,2019,4453
-8009946.413,5683570.4226,8,Vol,2021/09/22 04:00:00+00,2021,4454
-8003723.3111,5684100.6229,4,Introduction par effraction,2022/02/14 05:00:00+00,2022,4455
-8003723.3111,5684100.6229,4,Introduction par effraction,2022/01/26 05:00:00+00,2022,4456
-8015794.506,5683733.1993,8,Vol,2021/02/12 05:00:00+00,2021,4457
-8015794.506,5683733.1993,6,Menace ou acte de violence,2020/08/15 04:00:00+00,2020,4458
-8000195.9197,5683857.5979,8,Vol,2019/09/06 04:00:00+00,2019,4459
-8002868.5593,5683975.2555,4,Introduction par effraction,2021/07/12 04:00:00+00,2021,4460
-8002868.5593,5683975.2555,8,Vol,2021/07/12 04:00:00+00,2021,4461
-8002868.5593,5683975.2555,8,Vol,2020/11/21 05:00:00+00,2020,4462
-8002868.5593,5683975.2555,5,Méfait,2020/10/14 04:00:00+00,2020,4463
-8002478.8268,5683747.0669,8,Vol,2022/03/27 04:00:00+00,2022,4464
-8009512.1094,5683815.1852,8,Vol,2022/05/02 04:00:00+00,2022,4465
-8002868.5593,5683975.2555,8,Vol,2019/10/29 04:00:00+00,2019,4466
-8002868.5593,5683975.2555,6,Menace ou acte de violence,2019/10/24 04:00:00+00,2019,4467
-8002706.0815,5683882.399,8,Vol,2022/02/19 05:00:00+00,2022,4468
-8002706.0815,5683882.399,5,Méfait,2021/12/21 05:00:00+00,2021,4469
-8002706.0815,5683882.399,4,Introduction par effraction,2021/09/05 04:00:00+00,2021,4470
-8002868.5593,5683975.2555,8,Vol,2021/10/27 04:00:00+00,2021,4471
-8002868.5593,5683975.2555,5,Méfait,2021/07/09 04:00:00+00,2021,4472
-8000256.0318,5684125.1569,8,Vol,2022/05/06 04:00:00+00,2022,4473
-8008327.5451,5683962.0687,8,Vol,2020/08/18 04:00:00+00,2020,4474
-8002868.5593,5683975.2555,7,Voie de fait,2021/11/08 05:00:00+00,2021,4475
-8016024.9635,5683726.0748,8,Vol,2022/06/14 04:00:00+00,2022,4476
-8016024.9635,5683726.0748,8,Vol,2020/10/04 04:00:00+00,2020,4477
-8016024.9635,5683726.0748,7,Voie de fait,2019/08/17 04:00:00+00,2019,4478
-8008327.5451,5683962.0687,5,Méfait,2020/05/04 04:00:00+00,2020,4479
-8008327.5451,5683962.0687,5,Méfait,2020/01/07 05:00:00+00,2020,4480
-8009523.7362,5683829.24,8,Vol,2022/02/03 05:00:00+00,2022,4481
-8009523.7362,5683829.24,8,Vol,2021/04/13 04:00:00+00,2021,4482
-8009523.7362,5683829.24,3,Conduite avec capacités affaiblies,2020/05/30 04:00:00+00,2020,4483
-8009523.7362,5683829.24,8,Vol,2019/09/30 04:00:00+00,2019,4484
-8002706.0815,5683882.399,8,Vol,2021/03/13 05:00:00+00,2021,4485
-8010455.5536,5684259.6898,8,Vol,2021/11/15 05:00:00+00,2021,4486
-8010455.5536,5684259.6898,8,Vol,2021/10/05 04:00:00+00,2021,4487
-8017426.5927,5683863.6035,4,Introduction par effraction,2020/06/10 04:00:00+00,2020,4488
-8002918.2162,5684076.1839,3,Conduite avec capacités affaiblies,2022/06/27 04:00:00+00,2022,4489
-8002918.2162,5684076.1839,7,Voie de fait,2021/07/02 04:00:00+00,2021,4490
-8002515.8213,5684268.6015,4,Introduction par effraction,2021/02/24 05:00:00+00,2021,4491
-8002515.8213,5684268.6015,6,Menace ou acte de violence,2021/02/13 05:00:00+00,2021,4492
-8002515.8213,5684268.6015,8,Vol,2020/11/17 05:00:00+00,2020,4493
-8008327.5451,5683962.0687,7,Voie de fait,2019/10/31 04:00:00+00,2019,4494
-8002625.0387,5684229.5561,8,Vol,2020/12/18 05:00:00+00,2020,4495
-8002918.2162,5684076.1839,4,Introduction par effraction,2021/11/04 04:00:00+00,2021,4496
-8002918.2162,5684076.1839,6,Menace ou acte de violence,2020/05/26 04:00:00+00,2020,4497
-8002918.2162,5684076.1839,7,Voie de fait,2020/02/22 05:00:00+00,2020,4498
-8002625.0387,5684229.5561,5,Méfait,2021/01/11 05:00:00+00,2021,4499
-8003439.1408,5684118.6388,8,Vol,2021/11/16 05:00:00+00,2021,4500
-8003439.1408,5684118.6388,7,Voie de fait,2021/05/22 04:00:00+00,2021,4501
-8003439.1408,5684118.6388,8,Vol,2021/05/09 04:00:00+00,2021,4502
-8003439.1408,5684118.6388,7,Voie de fait,2020/11/12 05:00:00+00,2020,4503
-8003439.1408,5684118.6388,8,Vol,2020/10/13 04:00:00+00,2020,4504
-8003439.1408,5684118.6388,8,Vol,2020/06/18 04:00:00+00,2020,4505
-8003439.1408,5684118.6388,7,Voie de fait,2020/03/09 04:00:00+00,2020,4506
-8003439.1408,5684118.6388,3,Conduite avec capacités affaiblies,2019/10/31 04:00:00+00,2019,4507
-8001428.1227,5684091.1423,8,Vol,2020/10/13 04:00:00+00,2020,4508
-8020550.4971,5683738.4402,7,Voie de fait,2019/08/21 04:00:00+00,2019,4509
-8006118.5839,5683991.4768,8,Vol,2022/05/27 04:00:00+00,2022,4510
-8006118.5839,5683991.4768,8,Vol,2020/09/25 04:00:00+00,2020,4511
-8006118.5839,5683991.4768,5,Méfait,2019/09/26 04:00:00+00,2019,4512
-8001094.4553,5684106.1439,6,Menace ou acte de violence,2019/08/30 04:00:00+00,2019,4513
-8008327.5451,5683962.0687,6,Menace ou acte de violence,2021/07/28 04:00:00+00,2021,4514
-8005963.6553,5683994.2192,8,Vol,2022/05/18 04:00:00+00,2022,4515
-8005963.6553,5683994.2192,6,Menace ou acte de violence,2022/05/05 04:00:00+00,2022,4516
-8005963.6553,5683994.2192,6,Menace ou acte de violence,2021/12/04 05:00:00+00,2021,4517
-8005963.6553,5683994.2192,8,Vol,2021/11/10 05:00:00+00,2021,4518
-8005963.6553,5683994.2192,8,Vol,2021/10/04 04:00:00+00,2021,4519
-8005963.6553,5683994.2192,8,Vol,2021/07/13 04:00:00+00,2021,4520
-8005963.6553,5683994.2192,7,Voie de fait,2021/06/27 04:00:00+00,2021,4521
-8005963.6553,5683994.2192,5,Méfait,2020/09/10 04:00:00+00,2020,4522
-8005963.6553,5683994.2192,5,Méfait,2020/05/21 04:00:00+00,2020,4523
-8005963.6553,5683994.2192,7,Voie de fait,2019/12/14 05:00:00+00,2019,4524
-8005963.6553,5683994.2192,8,Vol,2019/08/13 04:00:00+00,2019,4525
-8002735.2218,5684187.7033,7,Voie de fait,2021/01/15 05:00:00+00,2021,4526
-8002868.5593,5683975.2555,5,Méfait,2020/08/12 04:00:00+00,2020,4527
-8009119.3453,5684033.4067,6,Menace ou acte de violence,2020/04/29 04:00:00+00,2020,4528
-8002918.2162,5684076.1839,5,Méfait,2021/01/05 05:00:00+00,2021,4529
-8002918.2162,5684076.1839,7,Voie de fait,2020/01/26 05:00:00+00,2020,4530
-8000256.0318,5684125.1569,8,Vol,2020/09/14 04:00:00+00,2020,4531
-8000256.0318,5684125.1569,4,Introduction par effraction,2019/08/09 04:00:00+00,2019,4532
-7997871.9573,5684177.1132,6,Menace ou acte de violence,2022/04/01 04:00:00+00,2022,4533
-8003439.1408,5684118.6388,5,Méfait,2021/10/16 04:00:00+00,2021,4534
-8003439.1408,5684118.6388,5,Méfait,2021/07/10 04:00:00+00,2021,4535
-8003439.1408,5684118.6388,8,Vol,2020/08/13 04:00:00+00,2020,4536
-8003439.1408,5684118.6388,5,Méfait,2020/01/25 05:00:00+00,2020,4537
-8003439.1408,5684118.6388,7,Voie de fait,2019/10/28 04:00:00+00,2019,4538
-8009600.1319,5683966.2296,6,Menace ou acte de violence,2021/05/06 04:00:00+00,2021,4539
-8009523.7362,5683829.24,8,Vol,2022/05/25 04:00:00+00,2022,4540
-8002918.2162,5684076.1839,6,Menace ou acte de violence,2021/03/17 04:00:00+00,2021,4541
-8002918.2162,5684076.1839,7,Voie de fait,2021/03/12 05:00:00+00,2021,4542
-8018458.2205,5683833.6869,8,Vol,2021/05/19 04:00:00+00,2021,4543
-8017426.5927,5683863.6035,3,Conduite avec capacités affaiblies,2021/10/03 04:00:00+00,2021,4544
-8003439.1408,5684118.6388,8,Vol,2022/05/27 04:00:00+00,2022,4545
-8003439.1408,5684118.6388,8,Vol,2022/05/19 04:00:00+00,2022,4546
-8003439.1408,5684118.6388,7,Voie de fait,2022/05/14 04:00:00+00,2022,4547
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2022/04/28 04:00:00+00,2022,4548
-8003439.1408,5684118.6388,8,Vol,2022/04/21 04:00:00+00,2022,4549
-8003439.1408,5684118.6388,8,Vol,2022/04/09 04:00:00+00,2022,4550
-8003439.1408,5684118.6388,5,Méfait,2022/04/09 04:00:00+00,2022,4551
-8003439.1408,5684118.6388,5,Méfait,2022/04/09 04:00:00+00,2022,4552
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2022/04/01 04:00:00+00,2022,4553
-8003439.1408,5684118.6388,8,Vol,2022/03/21 04:00:00+00,2022,4554
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2022/03/15 04:00:00+00,2022,4555
-8003439.1408,5684118.6388,8,Vol,2022/02/24 05:00:00+00,2022,4556
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2022/02/14 05:00:00+00,2022,4557
-8003439.1408,5684118.6388,8,Vol,2022/02/07 05:00:00+00,2022,4558
-8003439.1408,5684118.6388,8,Vol,2022/01/31 05:00:00+00,2022,4559
-8003439.1408,5684118.6388,4,Introduction par effraction,2022/01/23 05:00:00+00,2022,4560
-8003439.1408,5684118.6388,8,Vol,2022/01/20 05:00:00+00,2022,4561
-8003439.1408,5684118.6388,4,Introduction par effraction,2022/01/10 05:00:00+00,2022,4562
-8003439.1408,5684118.6388,4,Introduction par effraction,2022/01/10 05:00:00+00,2022,4563
-8003439.1408,5684118.6388,4,Introduction par effraction,2022/01/10 05:00:00+00,2022,4564
-8003439.1408,5684118.6388,8,Vol,2022/01/09 05:00:00+00,2022,4565
-8003439.1408,5684118.6388,8,Vol,2022/01/05 05:00:00+00,2022,4566
-8003439.1408,5684118.6388,8,Vol,2022/01/05 05:00:00+00,2022,4567
-8003439.1408,5684118.6388,4,Introduction par effraction,2021/12/25 05:00:00+00,2021,4568
-8003439.1408,5684118.6388,8,Vol,2021/12/21 05:00:00+00,2021,4569
-8003439.1408,5684118.6388,8,Vol,2021/12/18 05:00:00+00,2021,4570
-8003439.1408,5684118.6388,8,Vol,2021/12/15 05:00:00+00,2021,4571
-8003439.1408,5684118.6388,8,Vol,2021/12/12 05:00:00+00,2021,4572
-8003439.1408,5684118.6388,8,Vol,2021/12/11 05:00:00+00,2021,4573
-8003439.1408,5684118.6388,7,Voie de fait,2021/12/08 05:00:00+00,2021,4574
-8003439.1408,5684118.6388,5,Méfait,2021/12/07 05:00:00+00,2021,4575
-8003439.1408,5684118.6388,8,Vol,2021/11/28 05:00:00+00,2021,4576
-8003439.1408,5684118.6388,8,Vol,2021/11/24 05:00:00+00,2021,4577
-8003439.1408,5684118.6388,5,Méfait,2021/11/22 05:00:00+00,2021,4578
-8003439.1408,5684118.6388,8,Vol,2021/11/18 05:00:00+00,2021,4579
-8003439.1408,5684118.6388,8,Vol,2021/11/17 05:00:00+00,2021,4580
-8003439.1408,5684118.6388,8,Vol,2021/11/14 05:00:00+00,2021,4581
-8003439.1408,5684118.6388,8,Vol,2021/11/10 05:00:00+00,2021,4582
-8003439.1408,5684118.6388,3,Conduite avec capacités affaiblies,2021/11/10 05:00:00+00,2021,4583
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/11/06 04:00:00+00,2021,4584
-8003439.1408,5684118.6388,8,Vol,2021/11/06 04:00:00+00,2021,4585
-8003439.1408,5684118.6388,8,Vol,2021/11/05 04:00:00+00,2021,4586
-8003439.1408,5684118.6388,8,Vol,2021/10/29 04:00:00+00,2021,4587
-8003439.1408,5684118.6388,8,Vol,2021/10/29 04:00:00+00,2021,4588
-8003439.1408,5684118.6388,8,Vol,2021/10/20 04:00:00+00,2021,4589
-8003439.1408,5684118.6388,8,Vol,2021/10/14 04:00:00+00,2021,4590
-8003439.1408,5684118.6388,8,Vol,2021/10/11 04:00:00+00,2021,4591
-8003439.1408,5684118.6388,8,Vol,2021/10/08 04:00:00+00,2021,4592
-8003439.1408,5684118.6388,3,Conduite avec capacités affaiblies,2021/10/04 04:00:00+00,2021,4593
-8003439.1408,5684118.6388,8,Vol,2021/09/27 04:00:00+00,2021,4594
-8003439.1408,5684118.6388,8,Vol,2021/09/17 04:00:00+00,2021,4595
-8003439.1408,5684118.6388,8,Vol,2021/09/16 04:00:00+00,2021,4596
-8003439.1408,5684118.6388,8,Vol,2021/09/03 04:00:00+00,2021,4597
-8003439.1408,5684118.6388,8,Vol,2021/08/31 04:00:00+00,2021,4598
-8003439.1408,5684118.6388,8,Vol,2021/08/31 04:00:00+00,2021,4599
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/08/21 04:00:00+00,2021,4600
-8003439.1408,5684118.6388,8,Vol,2021/08/09 04:00:00+00,2021,4601
-8003439.1408,5684118.6388,8,Vol,2021/08/09 04:00:00+00,2021,4602
-8003439.1408,5684118.6388,8,Vol,2021/08/09 04:00:00+00,2021,4603
-8003439.1408,5684118.6388,5,Méfait,2021/08/06 04:00:00+00,2021,4604
-8003439.1408,5684118.6388,7,Voie de fait,2021/08/06 04:00:00+00,2021,4605
-8003439.1408,5684118.6388,4,Introduction par effraction,2021/08/03 04:00:00+00,2021,4606
-8003439.1408,5684118.6388,4,Introduction par effraction,2021/08/02 04:00:00+00,2021,4607
-8003439.1408,5684118.6388,4,Introduction par effraction,2021/07/26 04:00:00+00,2021,4608
-8003439.1408,5684118.6388,8,Vol,2021/07/26 04:00:00+00,2021,4609
-8003439.1408,5684118.6388,8,Vol,2021/07/11 04:00:00+00,2021,4610
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/07/07 04:00:00+00,2021,4611
-8003439.1408,5684118.6388,8,Vol,2021/07/06 04:00:00+00,2021,4612
-8003439.1408,5684118.6388,8,Vol,2021/06/18 04:00:00+00,2021,4613
-8003439.1408,5684118.6388,8,Vol,2021/06/15 04:00:00+00,2021,4614
-8003439.1408,5684118.6388,8,Vol,2021/06/06 04:00:00+00,2021,4615
-8003439.1408,5684118.6388,8,Vol,2021/06/06 04:00:00+00,2021,4616
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/06/05 04:00:00+00,2021,4617
-8003439.1408,5684118.6388,8,Vol,2021/06/02 04:00:00+00,2021,4618
-8003439.1408,5684118.6388,8,Vol,2021/05/18 04:00:00+00,2021,4619
-8003439.1408,5684118.6388,8,Vol,2021/05/13 04:00:00+00,2021,4620
-8003439.1408,5684118.6388,7,Voie de fait,2021/05/10 04:00:00+00,2021,4621
-8003439.1408,5684118.6388,8,Vol,2021/05/07 04:00:00+00,2021,4622
-8003439.1408,5684118.6388,8,Vol,2021/05/03 04:00:00+00,2021,4623
-8003439.1408,5684118.6388,8,Vol,2021/05/03 04:00:00+00,2021,4624
-8003439.1408,5684118.6388,8,Vol,2021/04/15 04:00:00+00,2021,4625
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/04/14 04:00:00+00,2021,4626
-8003439.1408,5684118.6388,8,Vol,2021/04/08 04:00:00+00,2021,4627
-8003439.1408,5684118.6388,5,Méfait,2021/04/06 04:00:00+00,2021,4628
-8003439.1408,5684118.6388,8,Vol,2021/03/17 04:00:00+00,2021,4629
-8003439.1408,5684118.6388,8,Vol,2021/03/14 05:00:00+00,2021,4630
-8003439.1408,5684118.6388,8,Vol,2021/02/26 05:00:00+00,2021,4631
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/02/26 05:00:00+00,2021,4632
-8003439.1408,5684118.6388,8,Vol,2021/02/23 05:00:00+00,2021,4633
-8003439.1408,5684118.6388,8,Vol,2021/02/19 05:00:00+00,2021,4634
-8003439.1408,5684118.6388,8,Vol,2021/02/14 05:00:00+00,2021,4635
-8003439.1408,5684118.6388,8,Vol,2021/02/12 05:00:00+00,2021,4636
-8003439.1408,5684118.6388,8,Vol,2021/02/04 05:00:00+00,2021,4637
-8003439.1408,5684118.6388,8,Vol,2021/02/04 05:00:00+00,2021,4638
-8003439.1408,5684118.6388,8,Vol,2021/01/28 05:00:00+00,2021,4639
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/01/25 05:00:00+00,2021,4640
-8003439.1408,5684118.6388,8,Vol,2021/01/14 05:00:00+00,2021,4641
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2021/01/10 05:00:00+00,2021,4642
-8003439.1408,5684118.6388,8,Vol,2021/01/05 05:00:00+00,2021,4643
-8003439.1408,5684118.6388,8,Vol,2020/12/28 05:00:00+00,2020,4644
-8003439.1408,5684118.6388,8,Vol,2020/12/21 05:00:00+00,2020,4645
-8003439.1408,5684118.6388,8,Vol,2020/12/11 05:00:00+00,2020,4646
-8003439.1408,5684118.6388,8,Vol,2020/12/10 05:00:00+00,2020,4647
-8003439.1408,5684118.6388,8,Vol,2020/12/09 05:00:00+00,2020,4648
-8003439.1408,5684118.6388,8,Vol,2020/12/08 05:00:00+00,2020,4649
-8003439.1408,5684118.6388,8,Vol,2020/11/25 05:00:00+00,2020,4650
-8003439.1408,5684118.6388,8,Vol,2020/11/25 05:00:00+00,2020,4651
-8003439.1408,5684118.6388,8,Vol,2020/11/25 05:00:00+00,2020,4652
-8003439.1408,5684118.6388,8,Vol,2020/11/23 05:00:00+00,2020,4653
-8003439.1408,5684118.6388,5,Méfait,2020/11/02 05:00:00+00,2020,4654
-8003439.1408,5684118.6388,8,Vol,2020/10/31 04:00:00+00,2020,4655
-8003439.1408,5684118.6388,8,Vol,2020/10/30 04:00:00+00,2020,4656
-8003439.1408,5684118.6388,8,Vol,2020/10/24 04:00:00+00,2020,4657
-8003439.1408,5684118.6388,8,Vol,2020/10/23 04:00:00+00,2020,4658
-8003439.1408,5684118.6388,8,Vol,2020/10/23 04:00:00+00,2020,4659
-8003439.1408,5684118.6388,7,Voie de fait,2020/10/16 04:00:00+00,2020,4660
-8003439.1408,5684118.6388,8,Vol,2020/10/09 04:00:00+00,2020,4661
-8003439.1408,5684118.6388,8,Vol,2020/10/07 04:00:00+00,2020,4662
-8003439.1408,5684118.6388,8,Vol,2020/10/01 04:00:00+00,2020,4663
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2020/09/22 04:00:00+00,2020,4664
-8003439.1408,5684118.6388,8,Vol,2020/09/19 04:00:00+00,2020,4665
-8003439.1408,5684118.6388,8,Vol,2020/09/19 04:00:00+00,2020,4666
-8003439.1408,5684118.6388,8,Vol,2020/09/10 04:00:00+00,2020,4667
-8003439.1408,5684118.6388,8,Vol,2020/09/08 04:00:00+00,2020,4668
-8003439.1408,5684118.6388,8,Vol,2020/08/29 04:00:00+00,2020,4669
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2020/08/25 04:00:00+00,2020,4670
-8003439.1408,5684118.6388,8,Vol,2020/08/22 04:00:00+00,2020,4671
-8003439.1408,5684118.6388,8,Vol,2020/08/22 04:00:00+00,2020,4672
-8003439.1408,5684118.6388,8,Vol,2020/08/22 04:00:00+00,2020,4673
-8003439.1408,5684118.6388,8,Vol,2020/08/22 04:00:00+00,2020,4674
-8003439.1408,5684118.6388,8,Vol,2020/08/22 04:00:00+00,2020,4675
-8003439.1408,5684118.6388,8,Vol,2020/08/20 04:00:00+00,2020,4676
-8003439.1408,5684118.6388,8,Vol,2020/08/18 04:00:00+00,2020,4677
-8003439.1408,5684118.6388,8,Vol,2020/08/13 04:00:00+00,2020,4678
-8003439.1408,5684118.6388,8,Vol,2020/08/05 04:00:00+00,2020,4679
-8003439.1408,5684118.6388,8,Vol,2020/08/04 04:00:00+00,2020,4680
-8003439.1408,5684118.6388,8,Vol,2020/07/31 04:00:00+00,2020,4681
-8003439.1408,5684118.6388,8,Vol,2020/07/30 04:00:00+00,2020,4682
-8003439.1408,5684118.6388,8,Vol,2020/07/28 04:00:00+00,2020,4683
-8003439.1408,5684118.6388,7,Voie de fait,2020/06/30 04:00:00+00,2020,4684
-8003439.1408,5684118.6388,8,Vol,2020/06/29 04:00:00+00,2020,4685
-8003439.1408,5684118.6388,6,Menace ou acte de violence,2020/06/23 04:00:00+00,2020,4686
-8003439.1408,5684118.6388,5,Méfait,2020/06/21 04:00:00+00,2020,4687
-8003439.1408,5684118.6388,8,Vol,2020/06/14 04:00:00+00,2020,4688
-8003439.1408,5684118.6388,7,Voie de fait,2020/06/09 04:00:00+00,2020,4689
-8003439.1408,5684118.6388,8,Vol,2020/05/31 04:00:00+00,2020,4690
