REF_DATE;GEO;DGUID;Custodial and community admissions;UOM;UOM_ID;SCALAR_FACTOR;SCALAR_ID;VECTOR;COORDINATE;VALUE;STATUS;SYMBOL;TERMINATED;DECIMALS
2004/2005;Manitoba;2016A000246;Other community programs;Number;223;units;0;v80747904;8.9;3563;;;;0
2004/2005;Manitoba;2016A000246;Unknown community admissions;Number;223;units;0;v80747905;8.10;0;;;;0
2004/2005;Saskatchewan;2016A000247;Total custodial admissions;Number;223;units;0;v80747907;9.1;9055;;;;0
2004/2005;Saskatchewan;2016A000247;Sentenced;Number;223;units;0;v80747908;9.2;3474;;;;0
2004/2005;Saskatchewan;2016A000247;Remand;Number;223;units;0;v80747909;9.3;5388;;;;0
2004/2005;Saskatchewan;2016A000247;Other custodial statuses;Number;223;units;0;v80747910;9.4;193;;;;0
2004/2005;Saskatchewan;2016A000247;Total community admissions;Number;223;units;0;v80747911;9.5;7653;;;;0
2004/2005;Saskatchewan;2016A000247;Probation and conditional sentences;Number;223;units;0;v80747912;9.6;4959;;;;0
2004/2005;Saskatchewan;2016A000247;Probation;Number;223;units;0;v80747913;9.7;3496;;;;0
2004/2005;Saskatchewan;2016A000247;Conditional sentence;Number;223;units;0;v80747914;9.8;1463;;;;0
2004/2005;Saskatchewan;2016A000247;Other community programs;Number;223;units;0;v80747915;9.9;2694;;;;0
2004/2005;Saskatchewan;2016A000247;Unknown community admissions;Number;223;units;0;v80747916;9.10;0;;;;0
2004/2005;Alberta;2016A000248;Total custodial admissions;Number;223;units;0;v80747918;10.1;;..;;;0
2004/2005;Alberta;2016A000248;Sentenced;Number;223;units;0;v80747919;10.2;;..;;;0
2004/2005;Alberta;2016A000248;Remand;Number;223;units;0;v80747920;10.3;;..;;;0
2004/2005;Alberta;2016A000248;Other custodial statuses;Number;223;units;0;v80747921;10.4;;..;;;0
2004/2005;Alberta;2016A000248;Total community admissions;Number;223;units;0;v80747922;10.5;14344;;;;0
2004/2005;Alberta;2016A000248;Probation and conditional sentences;Number;223;units;0;v80747923;10.6;9480;;;;0
2004/2005;Alberta;2016A000248;Probation;Number;223;units;0;v80747924;10.7;8057;;;;0
2004/2005;Alberta;2016A000248;Conditional sentence;Number;223;units;0;v80747925;10.8;1423;;;;0
2004/2005;Alberta;2016A000248;Other community programs;Number;223;units;0;v80747926;10.9;4864;;;;0
2004/2005;Alberta;2016A000248;Unknown community admissions;Number;223;units;0;v80747927;10.10;0;;;;0
2004/2005;British Columbia;2016A000259;Total custodial admissions;Number;223;units;0;v80747929;11.1;33309;;;;0
2004/2005;British Columbia;2016A000259;Sentenced;Number;223;units;0;v80747930;11.2;9074;;;;0
2004/2005;British Columbia;2016A000259;Remand;Number;223;units;0;v80747931;11.3;12542;;;;0
2004/2005;British Columbia;2016A000259;Other custodial statuses;Number;223;units;0;v80747932;11.4;11693;;;;0
2004/2005;British Columbia;2016A000259;Total community admissions;Number;223;units;0;v80747933;11.5;29364;;;;0
2004/2005;British Columbia;2016A000259;Probation and conditional sentences;Number;223;units;0;v80747934;11.6;13000;;;;0
2004/2005;British Columbia;2016A000259;Probation;Number;223;units;0;v80747935;11.7;9662;;;;0
2004/2005;British Columbia;2016A000259;Conditional sentence;Number;223;units;0;v80747936;11.8;3338;;;;0
2004/2005;British Columbia;2016A000259;Other community programs;Number;223;units;0;v80747937;11.9;16364;;;;0
2004/2005;British Columbia;2016A000259;Unknown community admissions;Number;223;units;0;v80747938;11.10;0;;;;0
2004/2005;Yukon;2016A000260;Total custodial admissions;Number;223;units;0;v80747940;12.1;570;;;;0
2004/2005;Yukon;2016A000260;Sentenced;Number;223;units;0;v80747941;12.2;188;;;;0
2004/2005;Yukon;2016A000260;Remand;Number;223;units;0;v80747942;12.3;373;;;;0
2004/2005;Yukon;2016A000260;Other custodial statuses;Number;223;units;0;v80747943;12.4;9;;;;0
2004/2005;Yukon;2016A000260;Total community admissions;Number;223;units;0;v80747944;12.5;741;;;;0
2004/2005;Yukon;2016A000260;Probation and conditional sentences;Number;223;units;0;v80747945;12.6;404;;;;0
2004/2005;Yukon;2016A000260;Probation;Number;223;units;0;v80747946;12.7;301;;;;0
2004/2005;Yukon;2016A000260;Conditional sentence;Number;223;units;0;v80747947;12.8;103;;;;0
2004/2005;Yukon;2016A000260;Other community programs;Number;223;units;0;v80747948;12.9;337;;;;0
2004/2005;Yukon;2016A000260;Unknown community admissions;Number;223;units;0;v80747949;12.10;0;;;;0
2004/2005;Northwest Territories;2016A000261;Total custodial admissions;Number;223;units;0;v80747962;14.1;724;;;;0
2004/2005;Northwest Territories;2016A000261;Sentenced;Number;223;units;0;v80747963;14.2;483;;;;0
2004/2005;Northwest Territories;2016A000261;Remand;Number;223;units;0;v80747964;14.3;238;;;;0
2004/2005;Northwest Territories;2016A000261;Other custodial statuses;Number;223;units;0;v80747965;14.4;3;;;;0
2004/2005;Northwest Territories;2016A000261;Total community admissions;Number;223;units;0;v80747966;14.5;;..;;;0
2004/2005;Northwest Territories;2016A000261;Probation and conditional sentences;Number;223;units;0;v80747967;14.6;;..;;;0
2004/2005;Northwest Territories;2016A000261;Probation;Number;223;units;0;v80747968;14.7;;..;;;0
2004/2005;Northwest Territories;2016A000261;Conditional sentence;Number;223;units;0;v80747969;14.8;;..;;;0
2004/2005;Northwest Territories;2016A000261;Other community programs;Number;223;units;0;v80747970;14.9;;..;;;0
2004/2005;Northwest Territories;2016A000261;Unknown community admissions;Number;223;units;0;v80747971;14.10;;..;;;0
2004/2005;Nunavut;2016A000262;Total custodial admissions;Number;223;units;0;v80747973;15.1;557;;;;0
2004/2005;Nunavut;2016A000262;Sentenced;Number;223;units;0;v80747974;15.2;290;;;;0
2004/2005;Nunavut;2016A000262;Remand;Number;223;units;0;v80747975;15.3;267;;;;0
2004/2005;Nunavut;2016A000262;Total community admissions;Number;223;units;0;v80747977;15.5;492;;;;0
2004/2005;Nunavut;2016A000262;Probation and conditional sentences;Number;223;units;0;v80747978;15.6;273;;;;0
2004/2005;Nunavut;2016A000262;Probation;Number;223;units;0;v80747979;15.7;201;;;;0
2004/2005;Nunavut;2016A000262;Conditional sentence;Number;223;units;0;v80747980;15.8;72;;;;0
2004/2005;Nunavut;2016A000262;Other community programs;Number;223;units;0;v80747981;15.9;215;;;;0
2004/2005;Nunavut;2016A000262;Unknown community admissions;Number;223;units;0;v80747982;15.10;4;;;;0
2005/2006;Provinces and territories;2016A000011124;Total custodial admissions;Number;223;units;0;v80747819;1.1;238448;;;;0
2005/2006;Provinces and territories;2016A000011124;Sentenced;Number;223;units;0;v80747820;1.2;79773;;;;0
2005/2006;Provinces and territories;2016A000011124;Remand;Number;223;units;0;v80747821;1.3;143057;;;;0
2005/2006;Provinces and territories;2016A000011124;Other custodial statuses;Number;223;units;0;v80747822;1.4;15618;;;;0
2005/2006;Provinces and territories;2016A000011124;Total community admissions;Number;223;units;0;v80747823;1.5;139780;;;;0
2005/2006;Provinces and territories;2016A000011124;Probation and conditional sentences;Number;223;units;0;v80747824;1.6;100804;;;;0
2005/2006;Provinces and territories;2016A000011124;Probation;Number;223;units;0;v80747825;1.7;82232;;;;0
2005/2006;Provinces and territories;2016A000011124;Conditional sentence;Number;223;units;0;v80747826;1.8;18572;;;;0
2005/2006;Provinces and territories;2016A000011124;Other community programs;Number;223;units;0;v80747827;1.9;38976;;;;0
2005/2006;Provinces and territories;2016A000011124;Unknown community admissions;Number;223;units;0;v80747828;1.10;0;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Total custodial admissions;Number;223;units;0;v80747830;2.1;1626;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Sentenced;Number;223;units;0;v80747831;2.2;1047;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Remand;Number;223;units;0;v80747832;2.3;478;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other custodial statuses;Number;223;units;0;v80747833;2.4;101;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Total community admissions;Number;223;units;0;v80747834;2.5;1997;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Probation and conditional sentences;Number;223;units;0;v80747835;2.6;1997;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Probation;Number;223;units;0;v80747836;2.7;1596;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Conditional sentence;Number;223;units;0;v80747837;2.8;401;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Other community programs;Number;223;units;0;v80747838;2.9;0;;;;0
2005/2006;Newfoundland and Labrador;2016A000210;Unknown community admissions;Number;223;units;0;v80747839;2.10;0;;;;0
2005/2006;Prince Edward Island;2016A000211;Total custodial admissions;Number;223;units;0;v80747841;3.1;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Sentenced;Number;223;units;0;v80747842;3.2;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Remand;Number;223;units;0;v80747843;3.3;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Other custodial statuses;Number;223;units;0;v80747844;3.4;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Total community admissions;Number;223;units;0;v80747845;3.5;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Probation and conditional sentences;Number;223;units;0;v80747846;3.6;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Probation;Number;223;units;0;v80747847;3.7;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Conditional sentence;Number;223;units;0;v80747848;3.8;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Other community programs;Number;223;units;0;v80747849;3.9;;..;;;0
2005/2006;Prince Edward Island;2016A000211;Unknown community admissions;Number;223;units;0;v80747850;3.10;;..;;;0
2005/2006;Nova Scotia;2016A000212;Total custodial admissions;Number;223;units;0;v80747852;4.1;4207;;;;0
2005/2006;Nova Scotia;2016A000212;Sentenced;Number;223;units;0;v80747853;4.2;1820;;;;0
2005/2006;Nova Scotia;2016A000212;Remand;Number;223;units;0;v80747854;4.3;2111;;;;0
2005/2006;Nova Scotia;2016A000212;Other custodial statuses;Number;223;units;0;v80747855;4.4;276;;;;0
2005/2006;Nova Scotia;2016A000212;Total community admissions;Number;223;units;0;v80747856;4.5;5523;;;;0
2005/2006;Nova Scotia;2016A000212;Probation and conditional sentences;Number;223;units;0;v80747857;4.6;3977;;;;0
2005/2006;Nova Scotia;2016A000212;Probation;Number;223;units;0;v80747858;4.7;3266;;;;0
2005/2006;Nova Scotia;2016A000212;Conditional sentence;Number;223;units;0;v80747859;4.8;711;;;;0
2005/2006;Nova Scotia;2016A000212;Other community programs;Number;223;units;0;v80747860;4.9;1546;;;;0
2005/2006;Nova Scotia;2016A000212;Unknown community admissions;Number;223;units;0;v80747861;4.10;0;;;;0
2005/2006;New Brunswick;2016A000213;Total custodial admissions;Number;223;units;0;v80747863;5.1;4781;;;;0
2005/2006;New Brunswick;2016A000213;Sentenced;Number;223;units;0;v80747864;5.2;2520;;;;0
2005/2006;New Brunswick;2016A000213;Remand;Number;223;units;0;v80747865;5.3;1573;;;;0
2005/2006;New Brunswick;2016A000213;Other custodial statuses;Number;223;units;0;v80747866;5.4;688;;;;0
2005/2006;New Brunswick;2016A000213;Total community admissions;Number;223;units;0;v80747867;5.5;3036;;;;0
2005/2006;New Brunswick;2016A000213;Probation and conditional sentences;Number;223;units;0;v80747868;5.6;2292;;;;0
2005/2006;New Brunswick;2016A000213;Probation;Number;223;units;0;v80747869;5.7;1627;;;;0
2005/2006;New Brunswick;2016A000213;Conditional sentence;Number;223;units;0;v80747870;5.8;665;;;;0
2005/2006;New Brunswick;2016A000213;Other community programs;Number;223;units;0;v80747871;5.9;744;;;;0
2005/2006;New Brunswick;2016A000213;Unknown community admissions;Number;223;units;0;v80747872;5.10;0;;;;0
2005/2006;Quebec;2016A000224;Total custodial admissions;Number;223;units;0;v80747874;6.1;38281;;;;0
2005/2006;Quebec;2016A000224;Sentenced;Number;223;units;0;v80747875;6.2;8001;;;;0
2005/2006;Quebec;2016A000224;Remand;Number;223;units;0;v80747876;6.3;26921;;;;0
2005/2006;Quebec;2016A000224;Other custodial statuses;Number;223;units;0;v80747877;6.4;3359;;;;0
2005/2006;Quebec;2016A000224;Total community admissions;Number;223;units;0;v80747878;6.5;20307;;;;0
2005/2006;Quebec;2016A000224;Probation and conditional sentences;Number;223;units;0;v80747879;6.6;13745;;;;0
2005/2006;Quebec;2016A000224;Probation;Number;223;units;0;v80747880;6.7;9448;;;;0
2005/2006;Quebec;2016A000224;Conditional sentence;Number;223;units;0;v80747881;6.8;4297;;;;0
2005/2006;Quebec;2016A000224;Other community programs;Number;223;units;0;v80747882;6.9;6562;;;;0
2005/2006;Quebec;2016A000224;Unknown community admissions;Number;223;units;0;v80747883;6.10;0;;;;0
2005/2006;Ontario;2016A000235;Total custodial admissions;Number;223;units;0;v80747885;7.1;97162;;;;0
2005/2006;Ontario;2016A000235;Sentenced;Number;223;units;0;v80747886;7.2;31591;;;;0
2005/2006;Ontario;2016A000235;Remand;Number;223;units;0;v80747887;7.3;61965;;;;0
2005/2006;Ontario;2016A000235;Other custodial statuses;Number;223;units;0;v80747888;7.4;3606;;;;0
2005/2006;Ontario;2016A000235;Total community admissions;Number;223;units;0;v80747889;7.5;43372;;;;0
2005/2006;Ontario;2016A000235;Probation and conditional sentences;Number;223;units;0;v80747890;7.6;43078;;;;0
2005/2006;Ontario;2016A000235;Probation;Number;223;units;0;v80747891;7.7;37810;;;;0
2005/2006;Ontario;2016A000235;Conditional sentence;Number;223;units;0;v80747892;7.8;5268;;;;0
2005/2006;Ontario;2016A000235;Other community programs;Number;223;units;0;v80747893;7.9;294;;;;0
2005/2006;Ontario;2016A000235;Unknown community admissions;Number;223;units;0;v80747894;7.10;0;;;;0
2005/2006;Manitoba;2016A000246;Total custodial admissions;Number;223;units;0;v80747896;8.1;20931;;;;0
2005/2006;Manitoba;2016A000246;Sentenced;Number;223;units;0;v80747897;8.2;3748;;;;0
2005/2006;Manitoba;2016A000246;Remand;Number;223;units;0;v80747898;8.3;9816;;;;0
2005/2006;Manitoba;2016A000246;Other custodial statuses;Number;223;units;0;v80747899;8.4;7367;;;;0
2005/2006;Manitoba;2016A000246;Total community admissions;Number;223;units;0;v80747900;8.5;10932;;;;0
2005/2006;Manitoba;2016A000246;Probation and conditional sentences;Number;223;units;0;v80747901;8.6;7380;;;;0
2005/2006;Manitoba;2016A000246;Probation;Number;223;units;0;v80747902;8.7;6228;;;;0
2005/2006;Manitoba;2016A000246;Conditional sentence;Number;223;units;0;v80747903;8.8;1152;;;;0
2005/2006;Manitoba;2016A000246;Other community programs;Number;223;units;0;v80747904;8.9;3552;;;;0
2005/2006;Manitoba;2016A000246;Unknown community admissions;Number;223;units;0;v80747905;8.10;0;;;;0
2005/2006;Saskatchewan;2016A000247;Total custodial admissions;Number;223;units;0;v80747907;9.1;9008;;;;0
2005/2006;Saskatchewan;2016A000247;Sentenced;Number;223;units;0;v80747908;9.2;3422;;;;0
2005/2006;Saskatchewan;2016A000247;Remand;Number;223;units;0;v80747909;9.3;5384;;;;0
2005/2006;Saskatchewan;2016A000247;Other custodial statuses;Number;223;units;0;v80747910;9.4;202;;;;0
2005/2006;Saskatchewan;2016A000247;Total community admissions;Number;223;units;0;v80747911;9.5;8147;;;;0
2005/2006;Saskatchewan;2016A000247;Probation and conditional sentences;Number;223;units;0;v80747912;9.6;5047;;;;0
2005/2006;Saskatchewan;2016A000247;Probation;Number;223;units;0;v80747913;9.7;3580;;;;0
2005/2006;Saskatchewan;2016A000247;Conditional sentence;Number;223;units;0;v80747914;9.8;1467;;;;0
2005/2006;Saskatchewan;2016A000247;Other community programs;Number;223;units;0;v80747915;9.9;3100;;;;0
2005/2006;Saskatchewan;2016A000247;Unknown community admissions;Number;223;units;0;v80747916;9.10;0;;;;0
2005/2006;Alberta;2016A000248;Total custodial admissions;Number;223;units;0;v80747918;10.1;37610;;;;0
2005/2006;Alberta;2016A000248;Sentenced;Number;223;units;0;v80747919;10.2;17329;;;;0
2005/2006;Alberta;2016A000248;Remand;Number;223;units;0;v80747920;10.3;20281;;;;0
2005/2006;Alberta;2016A000248;Other custodial statuses;Number;223;units;0;v80747921;10.4;0;;;;0
2005/2006;Alberta;2016A000248;Total community admissions;Number;223;units;0;v80747922;10.5;16550;;;;0
2005/2006;Alberta;2016A000248;Probation and conditional sentences;Number;223;units;0;v80747923;10.6;10176;;;;0
2005/2006;Alberta;2016A000248;Probation;Number;223;units;0;v80747924;10.7;8835;;;;0
2005/2006;Alberta;2016A000248;Conditional sentence;Number;223;units;0;v80747925;10.8;1341;;;;0
2005/2006;Alberta;2016A000248;Other community programs;Number;223;units;0;v80747926;10.9;6374;;;;0
2005/2006;Alberta;2016A000248;Unknown community admissions;Number;223;units;0;v80747927;10.10;0;;;;0
2005/2006;British Columbia;2016A000259;Total custodial admissions;Number;223;units;0;v80747929;11.1;22804;;;;0
2005/2006;British Columbia;2016A000259;Sentenced;Number;223;units;0;v80747930;11.2;9224;;;;0
2005/2006;British Columbia;2016A000259;Remand;Number;223;units;0;v80747931;11.3;13580;;;;0
2005/2006;British Columbia;2016A000259;Other custodial statuses;Number;223;units;0;v80747932;11.4;;..;;;0
2005/2006;British Columbia;2016A000259;Total community admissions;Number;223;units;0;v80747933;11.5;28477;;;;0
2005/2006;British Columbia;2016A000259;Probation and conditional sentences;Number;223;units;0;v80747934;11.6;12318;;;;0
2005/2006;British Columbia;2016A000259;Probation;Number;223;units;0;v80747935;11.7;9244;;;;0
2005/2006;British Columbia;2016A000259;Conditional sentence;Number;223;units;0;v80747936;11.8;3074;;;;0
2005/2006;British Columbia;2016A000259;Other community programs;Number;223;units;0;v80747937;11.9;16159;;;;0
2005/2006;British Columbia;2016A000259;Unknown community admissions;Number;223;units;0;v80747938;11.10;0;;;;0
2005/2006;Yukon;2016A000260;Total custodial admissions;Number;223;units;0;v80747940;12.1;600;;;;0
2005/2006;Yukon;2016A000260;Sentenced;Number;223;units;0;v80747941;12.2;202;;;;0
2005/2006;Yukon;2016A000260;Remand;Number;223;units;0;v80747942;12.3;380;;;;0
2005/2006;Yukon;2016A000260;Other custodial statuses;Number;223;units;0;v80747943;12.4;18;;;;0
2005/2006;Yukon;2016A000260;Total community admissions;Number;223;units;0;v80747944;12.5;774;;;;0
2005/2006;Yukon;2016A000260;Probation and conditional sentences;Number;223;units;0;v80747945;12.6;407;;;;0
2005/2006;Yukon;2016A000260;Probation;Number;223;units;0;v80747946;12.7;310;;;;0
2005/2006;Yukon;2016A000260;Conditional sentence;Number;223;units;0;v80747947;12.8;97;;;;0
2005/2006;Yukon;2016A000260;Other community programs;Number;223;units;0;v80747948;12.9;367;;;;0
2005/2006;Yukon;2016A000260;Unknown community admissions;Number;223;units;0;v80747949;12.10;0;;;;0
2005/2006;Northwest Territories;2016A000261;Total custodial admissions;Number;223;units;0;v80747962;14.1;697;;;;0
2005/2006;Northwest Territories;2016A000261;Sentenced;Number;223;units;0;v80747963;14.2;451;;;;0
2005/2006;Northwest Territories;2016A000261;Remand;Number;223;units;0;v80747964;14.3;245;;;;0
2005/2006;Northwest Territories;2016A000261;Other custodial statuses;Number;223;units;0;v80747965;14.4;1;;;;0
2005/2006;Northwest Territories;2016A000261;Total community admissions;Number;223;units;0;v80747966;14.5;;..;;;0
2005/2006;Northwest Territories;2016A000261;Probation and conditional sentences;Number;223;units;0;v80747967;14.6;;..;;;0
2005/2006;Northwest Territories;2016A000261;Probation;Number;223;units;0;v80747968;14.7;;..;;;0
2005/2006;Northwest Territories;2016A000261;Conditional sentence;Number;223;units;0;v80747969;14.8;;..;;;0
2005/2006;Northwest Territories;2016A000261;Other community programs;Number;223;units;0;v80747970;14.9;;..;;;0
2005/2006;Northwest Territories;2016A000261;Unknown community admissions;Number;223;units;0;v80747971;14.10;;..;;;0
2005/2006;Nunavut;2016A000262;Total custodial admissions;Number;223;units;0;v80747973;15.1;741;;;;0
2005/2006;Nunavut;2016A000262;Sentenced;Number;223;units;0;v80747974;15.2;418;;;;0
2005/2006;Nunavut;2016A000262;Remand;Number;223;units;0;v80747975;15.3;323;;;;0
2005/2006;Nunavut;2016A000262;Total community admissions;Number;223;units;0;v80747977;15.5;665;;;;0
2005/2006;Nunavut;2016A000262;Probation and conditional sentences;Number;223;units;0;v80747978;15.6;387;;;;0
2005/2006;Nunavut;2016A000262;Probation;Number;223;units;0;v80747979;15.7;288;;;;0
2005/2006;Nunavut;2016A000262;Conditional sentence;Number;223;units;0;v80747980;15.8;99;;;;0
2005/2006;Nunavut;2016A000262;Other community programs;Number;223;units;0;v80747981;15.9;278;;;;0
2005/2006;Nunavut;2016A000262;Unknown community admissions;Number;223;units;0;v80747982;15.10;0;;;;0
2006/2007;Provinces and territories;2016A000011124;Total custodial admissions;Number;223;units;0;v80747819;1.1;246863;;;;0
2006/2007;Provinces and territories;2016A000011124;Sentenced;Number;223;units;0;v80747820;1.2;80744;;;;0
2006/2007;Provinces and territories;2016A000011124;Remand;Number;223;units;0;v80747821;1.3;150399;;;;0
2006/2007;Provinces and territories;2016A000011124;Other custodial statuses;Number;223;units;0;v80747822;1.4;15720;;;;0
2006/2007;Provinces and territories;2016A000011124;Total community admissions;Number;223;units;0;v80747823;1.5;138132;;;;0
2006/2007;Provinces and territories;2016A000011124;Probation and conditional sentences;Number;223;units;0;v80747824;1.6;99840;;;;0
2006/2007;Provinces and territories;2016A000011124;Probation;Number;223;units;0;v80747825;1.7;82296;;;;0
2006/2007;Provinces and territories;2016A000011124;Conditional sentence;Number;223;units;0;v80747826;1.8;17544;;;;0
2006/2007;Provinces and territories;2016A000011124;Other community programs;Number;223;units;0;v80747827;1.9;38287;;;;0
2006/2007;Provinces and territories;2016A000011124;Unknown community admissions;Number;223;units;0;v80747828;1.10;5;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total custodial admissions;Number;223;units;0;v80747830;2.1;1647;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Sentenced;Number;223;units;0;v80747831;2.2;1025;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Remand;Number;223;units;0;v80747832;2.3;504;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other custodial statuses;Number;223;units;0;v80747833;2.4;118;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Total community admissions;Number;223;units;0;v80747834;2.5;1677;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Probation and conditional sentences;Number;223;units;0;v80747835;2.6;1677;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Probation;Number;223;units;0;v80747836;2.7;1354;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Conditional sentence;Number;223;units;0;v80747837;2.8;323;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Other community programs;Number;223;units;0;v80747838;2.9;0;;;;0
2006/2007;Newfoundland and Labrador;2016A000210;Unknown community admissions;Number;223;units;0;v80747839;2.10;0;;;;0
2006/2007;Prince Edward Island;2016A000211;Total custodial admissions;Number;223;units;0;v80747841;3.1;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Sentenced;Number;223;units;0;v80747842;3.2;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Remand;Number;223;units;0;v80747843;3.3;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Other custodial statuses;Number;223;units;0;v80747844;3.4;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Total community admissions;Number;223;units;0;v80747845;3.5;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Probation and conditional sentences;Number;223;units;0;v80747846;3.6;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Probation;Number;223;units;0;v80747847;3.7;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Conditional sentence;Number;223;units;0;v80747848;3.8;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Other community programs;Number;223;units;0;v80747849;3.9;;..;;;0
2006/2007;Prince Edward Island;2016A000211;Unknown community admissions;Number;223;units;0;v80747850;3.10;;..;;;0
2006/2007;Nova Scotia;2016A000212;Total custodial admissions;Number;223;units;0;v80747852;4.1;4957;;;;0
2006/2007;Nova Scotia;2016A000212;Sentenced;Number;223;units;0;v80747853;4.2;2113;;;;0
2006/2007;Nova Scotia;2016A000212;Remand;Number;223;units;0;v80747854;4.3;2558;;;;0
2006/2007;Nova Scotia;2016A000212;Other custodial statuses;Number;223;units;0;v80747855;4.4;286;;;;0
2006/2007;Nova Scotia;2016A000212;Total community admissions;Number;223;units;0;v80747856;4.5;5687;;;;0
2006/2007;Nova Scotia;2016A000212;Probation and conditional sentences;Number;223;units;0;v80747857;4.6;3978;;;;0
2006/2007;Nova Scotia;2016A000212;Probation;Number;223;units;0;v80747858;4.7;3316;;;;0
2006/2007;Nova Scotia;2016A000212;Conditional sentence;Number;223;units;0;v80747859;4.8;662;;;;0
2006/2007;Nova Scotia;2016A000212;Other community programs;Number;223;units;0;v80747860;4.9;1709;;;;0
2006/2007;Nova Scotia;2016A000212;Unknown community admissions;Number;223;units;0;v80747861;4.10;0;;;;0
2006/2007;New Brunswick;2016A000213;Total custodial admissions;Number;223;units;0;v80747863;5.1;5063;;;;0
2006/2007;New Brunswick;2016A000213;Sentenced;Number;223;units;0;v80747864;5.2;2550;;;;0
2006/2007;New Brunswick;2016A000213;Remand;Number;223;units;0;v80747865;5.3;1791;;;;0
2006/2007;New Brunswick;2016A000213;Other custodial statuses;Number;223;units;0;v80747866;5.4;722;;;;0
2006/2007;New Brunswick;2016A000213;Total community admissions;Number;223;units;0;v80747867;5.5;2972;;;;0
2006/2007;New Brunswick;2016A000213;Probation and conditional sentences;Number;223;units;0;v80747868;5.6;2387;;;;0
2006/2007;New Brunswick;2016A000213;Probation;Number;223;units;0;v80747869;5.7;1775;;;;0
2006/2007;New Brunswick;2016A000213;Conditional sentence;Number;223;units;0;v80747870;5.8;612;;;;0
2006/2007;New Brunswick;2016A000213;Other community programs;Number;223;units;0;v80747871;5.9;585;;;;0
2006/2007;New Brunswick;2016A000213;Unknown community admissions;Number;223;units;0;v80747872;5.10;0;;;;0
2006/2007;Quebec;2016A000224;Total custodial admissions;Number;223;units;0;v80747874;6.1;39527;;;;0
2006/2007;Quebec;2016A000224;Sentenced;Number;223;units;0;v80747875;6.2;7548;;;;0
2006/2007;Quebec;2016A000224;Remand;Number;223;units;0;v80747876;6.3;28240;;;;0
2006/2007;Quebec;2016A000224;Other custodial statuses;Number;223;units;0;v80747877;6.4;3739;;;;0
2006/2007;Quebec;2016A000224;Total community admissions;Number;223;units;0;v80747878;6.5;19700;;;;0
2006/2007;Quebec;2016A000224;Probation and conditional sentences;Number;223;units;0;v80747879;6.6;13260;;;;0
2006/2007;Quebec;2016A000224;Probation;Number;223;units;0;v80747880;6.7;9387;;;;0
2006/2007;Quebec;2016A000224;Conditional sentence;Number;223;units;0;v80747881;6.8;3873;;;;0
2006/2007;Quebec;2016A000224;Other community programs;Number;223;units;0;v80747882;6.9;6440;;;;0
2006/2007;Quebec;2016A000224;Unknown community admissions;Number;223;units;0;v80747883;6.10;0;;;;0
2006/2007;Ontario;2016A000235;Total custodial admissions;Number;223;units;0;v80747885;7.1;101798;;;;0
2006/2007;Ontario;2016A000235;Sentenced;Number;223;units;0;v80747886;7.2;32217;;;;0
2006/2007;Ontario;2016A000235;Remand;Number;223;units;0;v80747887;7.3;65564;;;;0
2006/2007;Ontario;2016A000235;Other custodial statuses;Number;223;units;0;v80747888;7.4;4017;;;;0
2006/2007;Ontario;2016A000235;Total community admissions;Number;223;units;0;v80747889;7.5;42839;;;;0
2006/2007;Ontario;2016A000235;Probation and conditional sentences;Number;223;units;0;v80747890;7.6;42556;;;;0
2006/2007;Ontario;2016A000235;Probation;Number;223;units;0;v80747891;7.7;37511;;;;0
