FID;CUST_ORG;BUS_CAT_CL;BUS_CAT_DS;OCCPNT_TYP;SRCDATA_ID;SRC_ID_IND;FCLTY_NM;ADDRESS;MAIL_ADD;ST_ADDRESS;LOCALITY;LATITUDE;LONGITUDE;KEYWORDS;X;Y
313;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1649;N;St Marys Band Fire Dept;4469 Mission Rd, Cranbrook, BC;4469 Mission Rd, Cranbrook, BC;4469 Mission Rd;Cranbrook;49.5563283;-115.751805;fire;-115.751819624181;49.5563347133418
314;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1657;N;Fernie Fire Dept;692 3rd Ave, Fernie, BC;692 3rd Ave, Fernie, BC;692 3rd Ave;Fernie;49.5048333;-115.061053;fire;-115.061067290508;49.5048397976674
315;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1662;N;Cortes Island Fire Dept;959 Beasley Rd, Cortes Island, BC;959 Beasley Rd, Cortes Island, BC;959 Beasley Rd;Cortes Island;50.0589703;-124.981571;fire;-124.981586981177;50.058975680582
316;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1663;N;Stn 169 Cortes Island;959 Beasley Rd, Cortes Island, BC;959 Beasley Rd, Cortes Island, BC;959 Beasley Rd;Cortes Island;50.0590551;-124.981644;ambulance;-124.981660745405;50.0590605010343
317;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1673;N;Cranbrooke Airport Fire Hall;9436 Airport Access Rd, Wycliffe, BC;9436 Airport Access Rd, Wycliffe, BC;9436 Airport Access Rd;Wycliffe;49.6108716;-115.786824;fire;-115.786838467964;49.6108780484465
318;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1680;N;Central Okanagan;2611 Norris Rd, Kelowna, BC;2611 Norris Rd, Kelowna, BC;2611 Norris Rd;Kelowna;49.9232693;-119.380482;police;-119.380497434585;49.9232753526262
319;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1681;N;Kelowna Fire Dept Hall 8;550 Valley Rd N, Kelowna, BC;550 Valley Rd N, Kelowna, BC;550 Valley Rd N;Kelowna;49.9289442;-119.421928;fire;-119.421943576986;49.9289502339632
320;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1682;N;Whistler Fire Dept Hall 3;1505 Spring Creek Dr, Whistler, BC;1505 Spring Creek Dr, Whistler, BC;1505 Spring Creek Dr;Whistler;50.0867905;-123.023907;fire;-123.023923232357;50.0867961880759
321;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1689;N;Ellison Volunteer Fire Dept;4411 Old Vernon Rd, Kelowna, BC;4411 Old Vernon Rd, Kelowna, BC;4411 Old Vernon Rd;Kelowna;49.9474763;-119.368239;fire;-119.368254867303;49.9474824023723
322;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1705;N;Stn 324 Merritt;3451 Voght St, Merritt, BC;3451 Voght St, Merritt, BC;3451 Voght St;Merritt;50.1216991;-120.773194;ambulance;-120.773209531367;50.1217050524857
323;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1709;N;Kaslo Vol Fire Dept;413 Fourth St, Kaslo, BC;413 Fourth St, Kaslo, BC;413 Fourth St;Kaslo;49.9106205;-116.904739;fire;-116.904754034482;49.9106268277625
324;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1714;N;Unb Fire Hall;9350 Manuel Rd, Douglas Lake, BC;9350 Manuel Rd, Douglas Lake, BC;9350 Manuel Rd;Douglas Lake;50.1428123;-120.286783;fire;-120.28679832972;50.1428182816664
325;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1726;N;Sayward Vol Fire Dept Hall 2;1306 Sayward Rd, Sayward, BC;1306 Sayward Rd, Sayward, BC;1306 Sayward Rd;Sayward;50.3330102;-125.918173;fire;-125.918189736849;50.3330155464065
326;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1729;N;Pemberton Fire Hall 1;1350 Aster St, Pemberton, BC;1350 Aster St, Pemberton, BC;1350 Aster St;Pemberton;50.3212471;-122.810547;fire;-122.810562921357;50.3212527839815
327;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1736;N;Coldstream Fire Department;8008 Aberdeen Rd, Coldstream, BC;8008 Aberdeen Rd, Coldstream, BC;8008 Aberdeen Rd;Coldstream;50.2245165;-119.228647;fire;-119.228662002648;50.2245225810055
328;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1744;N;Vernon RCMP;3402 30 St, Vernon, BC;3402 30 St, Vernon, BC;3402 30 St;Vernon;50.2670882;-119.271157;police;-119.271172086978;50.2670942941962
329;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1753;N;Nakusp Vol Fire Dept;201 6th Ave NW, Nakusp, BC;201 6th Ave NW, Nakusp, BC;201 6th Ave NW;Nakusp;50.2414305;-117.80453;fire;-117.804545697021;50.2414367576538
330;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1766;N;Stn 129 Port McNeill;2415 Catala Pl, Port McNeill, BC;2415 Catala Pl, Port McNeill, BC;2415 Catala Pl;Port McNeill;50.5817739;-127.074034;ambulance;-127.074051352546;50.5817790968024
331;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1767;N;Alert Bay RCMP;145 Fir St, Alert Bay, BC;145 Fir St, Alert Bay, BC;145 Fir St;Alert Bay;50.584132;-126.92813;police;-126.928146652597;50.5841371929923
332;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1771;N;Stn 319 Logan Lake;5A Beryl Dr, Logan Lake, BC;5A Beryl Dr, Logan Lake, BC;5A Beryl Dr;Logan Lake;50.4954913;-120.812525;ambulance;-120.81254104428;50.4954972300211
333;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1779;N;Falkland RCMP;5678 Connaught Rd, Falkland, BC;5678 Connaught Rd, Falkland, BC;5678 Connaught Rd;Falkland;50.5005876;-119.5538;police;-119.553815708752;50.5005936876658
334;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1781;N;Port Hardy Fire Dept Hall 2;4985 Beaver Harbour Rd, Port Hardy, BC;4985 Beaver Harbour Rd, Port Hardy, BC;4985 Beaver Harbour Rd;Port Hardy;50.6896916;-127.406124;fire;-127.406141030688;50.6896967752256
335;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1782;N;Stn 126 Port Hardy;7100 Beverley Parnham Way, Port Hardy, BC;7100 Beverley Parnham Way, Port Hardy, BC;7100 Beverley Parnham Way;Port Hardy;50.7200374;-127.503187;ambulance;-127.503203972423;50.720042569806
336;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1797;N;Fairmont Hot Springs Fire Dept;4879 Fairmont Creek Rd, Fairmont Hot Springs, BC;4879 Fairmont Creek Rd, Fairmont Hot Springs, BC;4879 Fairmont Creek Rd;Fairmont Hot Springs;50.324665;-115.862136;fire;-115.862150798223;50.3246715074341
337;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1803;N;Kamloops Fire Dept Training Centre;1455 McGill Rd, Kamloops, BC;1455 McGill Rd, Kamloops, BC;1455 McGill Rd;Kamloops;50.6756838;-120.386586;fire;-120.386601706916;50.6756898123171
338;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1809;N;Ashcroft Fire Dept;302 Railway Ave, Ashcroft, BC;302 Railway Ave, Ashcroft, BC;302 Railway Ave;Ashcroft;50.7236704;-121.279422;fire;-121.279437782304;50.7236762884164
339;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1820;N;Savona Vol Fire Dept;6657 Savona Access Rd, Savona, BC;6657 Savona Access Rd, Savona, BC;6657 Savona Access Rd;Savona;50.7532326;-120.84226;fire;-120.842276388136;50.7532385143445
340;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1830;N;Gleneden Fire Hall;5160 40 Ave NW, Salmon Arm, BC;5160 40 Ave NW, Salmon Arm, BC;5160 40 Ave NW;Salmon Arm;50.72877;-119.344181;fire;-119.344196310406;50.7287761410749
341;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1835;N;Tappen Sunnybrae Fire Dept;3732 Sunnybrae-Canoe Pt Rd, Tappen, BC;3732 Sunnybrae-Canoe Pt Rd, Tappen, BC;3732 Sunnybrae-Canoe Pt Rd;Tappen;50.7671573;-119.287517;fire;-119.287532492322;50.7671634090867
342;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1838;N;Stn 307 Chase;833 Thompson Ave, Chase Rural, BC;833 Thompson Ave, Chase Rural, BC;833 Thompson Ave;Chase Rural;50.8184862;-119.685086;ambulance;-119.68510170626;50.8184923119258
343;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1847;N;Radium Hot Springs Vol Fire Dept;4836 Radium Blvd, Radium Hot Springs, BC;4836 Radium Blvd, Radium Hot Springs, BC;4836 Radium Blvd;Radium Hot Springs;50.6200742;-116.075809;fire;-116.0758235947;50.6200807276037
344;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1865;N;Barriere RCMP;4478 Barriere Town Rd, Barriere, BC;4478 Barriere Town Rd, Barriere, BC;4478 Barriere Town Rd;Barriere;51.1780999;-120.124973;police;-120.124988841165;51.1781059772913
345;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1878;N;Sulphurous Lake And District Fire Dept;385 Horse Lake Rd, 100 Mile House, BC;385 Horse Lake Rd, 100 Mile House, BC;385 Horse Lake Rd;100 Mile House;51.6369813;-121.291792;fire;-121.291808467219;51.6369872614909
346;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1890;N;Canim Lake Vol Fire Dept;4350 Canim-Hendrix Lake Rd, Canim Lake, BC;4350 Canim-Hendrix Lake Rd, Canim Lake, BC;4350 Canim-Hendrix Lake Rd;Canim Lake;51.779;-120.920916;fire;-120.920932477863;51.7790059814179
347;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1918;N;Anahim Lake RCMP;6661 Christensen Rd, Anahim Lake, BC;6661 Christensen Rd, Anahim Lake, BC;6661 Christensen Rd;Anahim Lake;52.4659874;-125.29899;police;-125.299006832911;52.4659929018616
348;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1919;N;Kersley Vol Fire Dept;4839 Edwards Rd, Kersley, BC;4839 Edwards Rd, Kersley, BC;4839 Edwards Rd;Kersley;52.8351389;-122.416888;fire;-122.416905308774;52.8351447260805
349;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1922;N;Quesnel Fire Dept Hall 2;611 Fir St, Quesnel, BC;611 Fir St, Quesnel, BC;611 Fir St;Quesnel;52.9692673;-122.450412;fire;-122.450428949197;52.9692731418601
350;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1925;N;Valemount RCMP;1435 5th Ave, Valemount, BC;1435 5th Ave, Valemount, BC;1435 5th Ave;Valemount;52.8317145;-119.272857;police;-119.272873775382;52.8317207215077
351;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1928;N;Quesnel RCMP;584 Carson Ave, Quesnel, BC;584 Carson Ave, Quesnel, BC;584 Carson Ave;Quesnel;52.9758259;-122.492099;police;-122.492116058077;52.9758317198008
352;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1933;N;Barkerville Fire Dept;3801 Reduction Rd, Barkerville, BC;3801 Reduction Rd, Barkerville, BC;3801 Reduction Rd;Barkerville;53.0796469;-121.512427;fire;-121.512444001287;53.0796528799924
353;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1944;N;Skidegate Vol Fire Dept;887 Hwy 16, Skidegate, BC;887 Hwy 16, Skidegate, BC;887 Hwy 16;Skidegate;53.2639893;-131.993905;fire;-131.993923165125;53.2639938412625
354;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1951;N;Redrock Stoner Vol Fire Dept;4030 E Red Rock Rd, Red Rock, BC;4030 E Red Rock Rd, Red Rock, BC;4030 E Red Rock Rd;Red Rock;53.692461;-122.670471;fire;-122.670488627278;53.6924668310406
355;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1955;N;Port Clements Community Policing;95 Bayview Dr, Port Clements, BC;95 Bayview Dr, Port Clements, BC;95 Bayview Dr;Port Clements;53.6888369;-132.184615;police;-132.184633782165;53.6888414293143
356;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1959;N;Stn 580 Prince George Airevac;101-4245 Hangar Rd, Prince George, BC;101-4245 Hangar Rd, Prince George, BC;101-4245 Hangar Rd;Prince George;53.8820445;-122.676583;ambulance;-122.676600567576;53.8820503456443
357;Ministry of Forest, Lands and Natural Resource Operations and Rural Development - GeoBC;provincialProtectiveServices;Provincial protective services;BC First Responders;1968;N;Prince George Integrated Road Safety Unit;455 Victoria St, Prince George, BC;455 Victoria St, Prince George, BC;455 Victoria St;Prince George;53.9168686;-122.75022;police;-122.750237668696;53.9168743926336
